rewire_id,text,label_sexist,label_category,label_vector,split,consensus
sexism2022_english-14409,But don't you miss having a first lady that could beat most men in a bar brawl...or at least B.O...Michael...I mean Michelle...or whatever hi..her name was...was so ma...womanly... that's the one,sexist,3. animosity,3.3 backhanded gendered compliments,test,all_sexist
sexism2022_english-14482,"woman speak is like donkey braying: be quiet, woman' old russian proverb",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-14485,"It's different since nobody (least of all feminazis like you) gives a flying fuck about sexual assault when it's men, but only barbaric wackos don't care about girls getting an education.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-14525,What a nice little trashy whore she is.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14528,"This Sen. needs to stand up and call the dumb cunts just THAT, "" DUMB CUNTS""",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-1455,You know the truth already You don’t need some dumb virtue signaling bitch to confirm to you looks matter and that you are ugly for millionth time,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-14593,"tbh, that's how civilization got built. Betas working day & night to bring home money. If women & chad were running things, we would all still be in mud huts & caves.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14596,"""It's not the same goys. Groping women is my comedy shtick""",sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,all_sexist
sexism2022_english-146,That hug could turn into a false sexual assault or rape conviction down the road....this is damn good advice for men...never touch any girl or woman....let them wither on the vine from lack of attention.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-14605,"I wish that AntiFa woman had gotten hit too....women who are sluts and whores and work for the other side should get ""equality."" They get treated like men...maybe worse....",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-14648,Shut yo mouf woman. No platform for females in politics.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14708,"That's because black women are more overweight, less feminine, and bitchier on average",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14711,"The vast majority of my friends have always been women This is a big NO-NO, guys who had a majority of women as their friend rarely get to bang any of them",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-14770,Yoga pants aren't an innovation. They just had to wait until women collectively became hos and would wear them out in public.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-14775,now women have dating apps to cuck their bf. Brutal black pill if youre not physically attractive/ or she sees someone better looking than yourself. she will try and monkey branch onto something better if given the chance.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-1482,"Any man that marries nowadays has no one to blame but himself. It's obvious women have no redeeming qualities and most will refuse their husbands daily sex,cooking three square meals daily,and having a sweet demeanor.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14830,you seem concerned.....she started flirting with a guy right in front of him. she deserved to be kicked off a cliff. You should try that sometime. It's hilarious. I'm sure the next white knight gave her a ride without a blink.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-14900,"Challenge her ego and If she gives you attitude don't stand for it. Obviously know your limits, don't be an asshole, but she is probably used to digging her heels into men. So if you be firm like concrete she'll jump.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-14904,"Dress up as Santa Claus this #Halloween .... Invite hot women to sit on your lap. Have a sign that you point to when ugly women try to sit on your lap... ""Sorry. NO SJWs.""",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-14943,"April 25, 2018 whore (n) Prostitute. √ Person considered sexually promiscuous. √ Person having compromised principles for personal gain. √ Kamala Harris is a shoo-in for Dems in 2020 but what about her controversial past? [URL]",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-15020,"In many ways, women are like kids (or dogs). You have to set boundaries early. They might test the boundaries on occasion. But once boundaries are set, they're easy to reinforce with authority.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-15046,"Sorry, we can’t just believe every rape accusation a woman makes by default. Women like to lie about these things. As in the UVA case. As with mattress girl. As with the Duke lacrosse case.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-1506,They see nothing wrong because pregnancy traps and divorce rapes are considered valid career choices for women and even celebrated. This is how evil the female mindset is.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-15076,"Imagine you bust a gut for 25 years and don't have to work anymore. If you're married and spent an afternoon drinking scotch and playing video games, your wife will subconsciously think you're a lazy loser and be a nagging bitch. No thanks.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-15103,Not like women you dumbfuck. Women are way more emotional and the mood swing on them is more intense,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-15150,In early middle school I was physically bullied by a girl and I told the teachers several times about this. They never did anything about it. I was a pussy and wouldn’t fight back,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-15178,You realize women do it all the time right? Just be average guy with athletic body and they will beg you to fuck her and cheat their partner.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-15192,"and whats new about this. a woman can be total garbage, but as long as she is fuckable she gets something.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-15195,"that shit wouldn't happen if women weren't attracted to aggressive dominant men. if women stopped sexually selecting for that type of man, that type of violence would die off in a generation.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-1520,"Yeah and that's why she kissed me like it was her last kiss, how about that bitch ?",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-15221,"pics of your boyfriend or gtfo i don't believe anything that comes out of a female's mouth in regards to her relationships and sex life. daily reminder women have literally called the likes of SEAN FUCKING O'PRY ""average looking.""",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-15245,"Once men take down Hollywood and the media. ALpha up, women will fall back into place into their real feminine roles.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-15286,"This socialist cunt will soon be sucking on the government teat, and she’ll no doubt be doing it for decades.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-15317,"Like a typical woman, always waiting for the men to fix a problem instead of actually working on anything. Golf clap.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-15340,Massive respect to you for not breaking and unscrewing her head. Seriously.,not sexist,none,none,test,all_sexist
sexism2022_english-15343,"I really dont get why you are upset, you litterally lost nothing, you didnt even get sex so what was she good for other than that?",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-15456,"If she said, ""tonight im getting wasted and riding that dick"" her consent was preregistered with thw caveat of she knew she would be drunk. You could not force her but if she is well receiving in her drunkenness i consider that continued consent.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,all_sexist
sexism2022_english-15474,Wish the Jews would kill her.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-15575,Meh- women in 2018 are pure cancer. Don't even touch them with a 12 foot barge pole.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-15582,"No it isn’t. Maps are objective and directions don’t change based on a whim or an emotion, women will very often lead you on the wrong direction unintentionally because even they don’t always know why they’re attracted to someone or something.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-15683,But the game isn't the same anymore. We have condoms and birth control so now women can sex with fewer and much less serious consequences as well. It makes sense that they would have more sex with the top guys when there's relatively little to risk.,not sexist,none,none,test,all_sexist
sexism2022_english-15730,"Just like the universities in the US right? I mean, ""We"", live in a rape culture in North America according to #Feminazis . Islam is peaceful everybody, sure they rape women and children, but we can't judge.#FuckIslam[USER]",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-15781,"LDR on kik who you didn't fuck? Fucking pathetic mate. Get over this imaginary girlfriend you never had, and go fuck girls in real life instead of being a pussy.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-15798,Wow. So all women are sluts or whores. I've never thought about it like that.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-15829,Yeah I'd never eat out a whore or a random slut but sometimes gotta do it if one ascends and has wife so that the stupid foidlet feels loved and reciprocates,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-15846,This should be mainstream knowledge. Both for men and thots.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-1588,"Your not red pilled if you don't know what hypergamy is. She will always look for someone better whether its money, looks, status etc.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-15899,"I was waiting in the ER for 5 hours, no drugs with kidney stone pain. (Not knowing what the pain was). I don't give a crap how much women think giving birth is painful.",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,all_sexist
sexism2022_english-15918,"Meet Mia, the Troll, aka Killer. She's brutal. She loves #Trump. And she's ready to #MAGA. #GabFam #SpeakFreely #News #BitchesForTrump (From Scott Isbell via Twitter)",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-15950,I suspect an ugly woman is the prosecuter. Ugly parent turned her in. Ugly women are criminalizing being hot. [URL],sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-15960,Not only is she a whore but she’s also putting others lives at risk Shameful human.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-15981,With what kind of demented logic do these women operate for the love of god... And why is every stupid quote from every stupid feminist turned into inspirational wisdom?,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-15986,Committed relationship; accidental pregnancy; STDs. You shouldn't have to ask this question. Keeping her around after she knows that you know who she truly is essentially means she gets what she wants and you become her bitch.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-15999,"#Feminist looks to have sex with #Nazis on #Tinder. She even is a vegetarian, and an artist just like #Hitler was! Does this #Thot have any shame? #TinderThots - Part 2,326",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-16025,Really? You know for a fact that ALL parents of those bitches have insurance that covers defamation by their daughters. Right? You reviewed their coverage? Quit re-proving your idiocy. It's too cringeworthy.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-16056,It's so easy. Just have a vagina at birth and you'll be treated like a princess for life.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16099,"if your girlfriend dresses like a slut when you 2 go out, she is still on the market bro. try to hit it a few more times but withdraw show of affection.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16174,"The reason feminism cannot defeat so-called ""toxic masculinity"" is because their pussies crave it so much and since women run on feels over reals, they never will.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16183,"They lie though lol. They'll make it seem like the guy's an orbiter and then you meet him and he mogs you. I lost my college bf to a guy who was ""listening"" to her about the ""problems"" in our relationship. Stupid fucking slut",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16217,"Yup, 51% of the population (women) are allowed to hate on the other 49% (men), who are somehow defined as the majority...",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-16219,Don't pay attention to what women say.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-16228,Well said. Single mothers would not get this point.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16255,"Womyn are always on the market, or to put it in another way: she's not yours, it's just your turn.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16274,This slug showed up at the hearing with her boobs drooping and prison tats on her neck.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16292,It's TRUE. Never let a woman rule over you. I despise religion but love the Lord but sometimes religion does have good ideas.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-16341,"I don't agree with you about the USA and Europe, but this cunt is typical of female Reform rabbis.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16397,"[USER] this bitch Merkel, needs to go live in the diversity she preaches. Put your fat ass in with these refugees and see how long it takes for them to assault and rape you, dumb bitch.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-16414,If a female is having sex and relationships they do not have social anxiety.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16448,"If these women had better personalities, maybe they wouldn’t get raped.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,all_sexist
sexism2022_english-16478,"Nonsense, any devaluation of sex as a bargaining chip hurts women, whether it's sluts, prostitutes, or japanese sex robots. Women used to get straight up marriage without even putting out, those days are long gone.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16545,Feminists want you to hate them. There's nothing that women hate more than being ignored.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-16548,"Thanks! I believe it helps to share our experiences as a way to support one another. You said it, life is SO much better now, no drama, no debt, no bullshit. There is nothing a woman can offer that can possibly compare.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16578,"Well I never said that the girls are goody goody church choir girls, but they aren't your typical slut. They are open to hooking up but not to just anyone... ya know, ""normal"" girls hahaha I'm in HS btw so that plays a part.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16603,she forgot she was a mom....can we burn her too?,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-1661,"What sort of whore attends a party where women are being drugged and raped, doesn't report it, then attends a dozen more rape-fests, just like the first one??",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,all_sexist
sexism2022_english-1664,"No, whore. The distinction is important. She's a fucking porn star pretending to be virtuous. &#x200B; Her breast implant blew up recently, she is looking at her tanking SMV and panics when she's called out.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16667,"Globalist war mongering bitch ,if she feels that strong about going to war then , let her lead the charge.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16668,Why is that redhead feminist cunt in the picture? What has that old spinster got to do with gaming?,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16697,Chilling story. An example of why even living with a woman is extremely dangerous. Pulling for you.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16708,"Imagine having to work with a woman along with all the stress from your other responsibilities. I've been there bro it fucking sucks, but be careful always, they will use their gender to their advantage.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-1672,I’d pay a weeks salary to have the opportunity to bitch slap that smarmy look off her face. God I hope she isn’t a grandma. What a nightmare for a kid. She is anything but huggable and boo-boo kissing material.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16735,The biggest whore is her creepy porn lawyer! At least we knew what she is!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-16757,"men still don't get it. alpha fk, beta buck. Women don't marry for love. if u have to marry her, ur the beta buck. n what good is a beta buck that can't make money anymore. GYOW = early retirement Married = work slave till u die",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16758,TFM? Anti male agenda is very much at large. More and more men will see this when they become fed up with the modern day female.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-16769,"A smart person can predict the future, a dumbass can only see the short term benefits. \#metoo, feminism, black lives matter, nazi's, socialism, Marxists, etc all fall in the same category. It's all leftist bullshit.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-16781,[USER] Science will have to invent a new form of math just to quantify her ego. Maybe under a president Trump the only place she'll be leaving to is a prison. Let her bitch about the patriarchy from cell block C.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-16803,Why the fuck would you go for crazy bitches?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-16821,I think men everywhere are starting to get tired of the shitty female attitude. The only ones that are keeping this going are the white knight simps and the cuckoo who are married.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16835,Yeah but she's sold her soul - good luck with that bitch!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-16844,"A wife is a bit like an old television. It used to look good, but now it's too big for the room, but you know you can't afford a newer model so you bang it anyway to keep it going. #ItsMyBirthday #TitsOutForBob",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-16848,"Agreed. Those are the paws of at least a 38 y/o, 5’3” (160cm) and 190lb (86 kg) woman right there.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-16875,"In my experience, women do not want equality in a relationship. The problem is they think they do for whatever reason so you gotta deal with nonsense like ‘pay for me’ as well as ‘we need to be equal’.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16956,"Asian women will fuck most any white guy, they got colonized HARD.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-16987,"Obviously she hates... She has nothing else... She is a man after all, ya'know all feministy an shit...",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-16997,"oh yeah, he's totally pussy whipped. its weird though because he's basically her bitch, and acts like a complete wimp around her, but when she isnt there he's a badman who thinks he's better than everyone else.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17,"No. First my mom became a whore after dad left and was a huge bitch! Oh god, why won't she love me?!",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17021,Man that bitch just cant come to terms with it can she... Im gonna build her a 1/1000th scale white house where she can play all day with dolls and pretend to go around killing SS agents who dont do her bidding...,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17033,#mudshark mother [URL] Slutty Mothers grooming their daughters into Lushes then Mudsharks,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17036,"Every time I see a post here, it's exactly like this. Girl ruins guy's life! But then she gets caught and is given a slap on the wrist! Pussy pass denied!!! oh but his life and reputation are still ruined and her punishment was trivial",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-17052,I cope with it like I'm imagining punching her in the face.,sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,all_sexist
sexism2022_english-17059,It doesn't matter what you look like anymore. This entire generation of millennial women were raising in this man-hating culture. You are are responsible for all of their's and societies problems.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17073,"plotting about how to get laid Lol Also, vagina isn't something that has to be deserved by anyone. Its just a hole every female has on her, readily given to many Chads to destroy without any prior effort required. You're clearly in orbit.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17075,1. Basically she looks like shit without makeup 2. Karma is a bitch. Bigger bitch than Cardi !,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17101,I hope there will be a time women take cobras' place in similes and other figures of sppech about evil behaviors.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17158,Oh my fucking God. Look at her fucking feet. Disgusting. Black women are the worst.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17170,Did she just admit to being a slut?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17171,There are attractive thots on tiktok. Why not?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17227,Of course I’m judgemental. If you can talk about a someone that you haven’t even meet to its fair that I get to judge you isn’t it. Or do you want to be exempt from those standards. Like a women wants.,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-1728,"She looks like she ate every _GODDAMNED_ Philly cheesesteak she could find in Philly, the greedy hoe.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-1736,WTF is wrong with women today? Sorry scrub that we know.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17375,"Did Anderson in the Pooper ask Stormy why she knowingly had sex with a 60 year old married man, when she was only 27? Stormy is a grotesque whore on a galactic scale. She should be forced to wear a giant W for Whore on her shirt for a month.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17418,"Whenever I overhear a woman on the phone, I lose all faith in humanity. It's never an /adult/ conversation. Just drama, and only the kind of drama that absolute degenerates get themselves into.",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17440,Fucking disgusting.. Why the fuck would I put my dick in her disease infested cunt??,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-1749,"I cry, sure I hate it, but sometimes I do. Fuck it, can't control it I do it. Just don't be a pussy and cry supplication.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17565,AWAGC All women are gynocentric cunts,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17616,"See, you get it. Happy wife = happy life unless she is a gator as referenced in an earlier post. When she least expects it, give her a little peck on the cheek and then jump outa the way.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,all_sexist
sexism2022_english-17641,Take a look at mgtow. Even chads know women are no good. What you incels really want is trouble lol. LIfe has more meaning than women dont put so much value on women thats irrational. pm if you wanna talk,sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17647,Women always bitching about being a mom yet they keep having them. 🤷‍♂️,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17679,Joe has become such a pussy idk why.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17691,"Possibly cheaper bills, but even then, women would eventually want you to cover the whole expense. Her: My money is MY money and YOUR money is OUR money",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17730,Why did that cuck even get legally bound to some bitch that won't tell him about her past? He deserves to suffer. There's no excuse to be ignorant in this day and age.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17739,"Nothing to see here, just another liberal ""feminist"" whore prostituting her soul. [URL]",sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17780,I just bought a smart car. It doesn't turn on when the wife is in the driving seat.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-17782,"The ultimate stupid nigger, his cockroach mother I'm sure is on benifits too... Useless vermin.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17801,On top of everything else this bitch is down right ugly. Probably why she hates white guys because she is not attractive to us.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-17889,"Most women are Leftists. and all left paradigms don't work.. hence, women are and support shit that has never proven to work. But let's vote more women in office, right?!!",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-17896,"Here's a counter [URL] Now that was a snapshot before the benefits cuts, which proves then the only thing that has a real impact of birth rates is taking away the ability for girls to get pregnant and rely on big daddy government to pay their bills.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,all_sexist
sexism2022_english-17926,"take what you can imo I regret not Facts. Regret nothing. Closed mouths don't get fed boys. Nut up and flirt but don't expect shit. You can't pussy out if shes tryna put moves on you, meaning be aware. This is what bro means. Take notes.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17935,"Maybe if one of their women were molested... But no, they're all too ugly. #Sweden",sexist,2. derogation,2.1 descriptive attacks,test,all_sexist
sexism2022_english-17942,"This is the kind of guy that'll make a series of bad decisions involving women and crime, end up in jail, and then keep on virtue signaling that he hates guys who hit women. Then he'll be made someone's bitch for being such a weak little bitch.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17956,[USER] Exactly... which is why she loved Obama. Well sorry old hag... your time is done. The world is waking up to the truth.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17974,This website needs stronger digital technology... shit takes way too long to post and view... need more RAM bitches!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-17991,[USER] Women need some meat on 'em. These scrawny city girls who eat nothing but salad scare me.,sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,all_sexist
sexism2022_english-18011,"I would never hit a women, but you're not a women you're just a dumb thot. Also given that you are begging me to hit you I'd say you'd like it if I did abuse you a little, you slut.",sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,all_sexist
sexism2022_english-18016,"You are not her boyfriend you are her slave, pussy is not that good and the proof is literally on your face, You dirty , nasty , piglet , ugly , beta , Jason Voorhees looking ass nigga!",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-18024,I d love to read tomorrow that Susan Collins got raped by a gang of dreamers. That may wake her up. See what others go through. ANy of thse traitors should have to pay for illegals & we should send them to Hawaii &Susan Collins state,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-18026,"aww look the fatty used the ""force unfollow"" ""i'm a little pussy"" button! what a fucking weak-willed little bitch! fattphreys is so dumb he thinks self-censorship is self-control. lol as if a fat knows what self-control is! [USER]",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-18056,Whorewhorewhore and so many women walk around like this even fucking teenagers walk around like this. Lol at their cucked fathers,sexist,2. derogation,2.2 aggressive and emotive attacks,test,all_sexist
sexism2022_english-18062,Nah this is all on Hamback and stool pigeon. No one forced Hamback to fuck his mother in law and no one forced stoolie to shoot his mouth off and act like an angry woman. If they lack that much discipline its for the best they are no longer leaders.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
sexism2022_english-18079,"I'm getting older and I can't keep doing that grind to spin plates / seek out new pussy. I want to be with a woman long term, but want to learn how to avoid this issue from getting in the way.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,all_sexist
sexism2022_english-18100,Dude just kill her. I would just take out my 45. Kill her on the property thinking it was an intruder. Sorry if I'm so cold but the stronger ones win in life.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,all_sexist
sexism2022_english-18126,"They want the power money brings. They don't want the stress. Hence a change in tactic to big daddy government. The other tactic is to populate the workplace, then modify it to pander to female sensibilities.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,all_sexist
