rewire_id,text,label_sexist,label_category,label_vector,split,sexism_grade
sexism2022_english-16379,"one day, i'm gonna be confident enough to not need another guy's or girl's validation. i am really impressed with your confidence. hope you find the girl who is gf material.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16402,so i was having my meal at beach and saw my ex getting drown in the water. i thought about saving her but i hate cold food mate.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1645,"my favorite part of that was how he pointed out... even though she knew she shouldn't accept those questions, she did. lol! i love that man!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16450,"lol bragging about it doesnt give them status in the fsm. these women must be known to be wives of chads, otherwise no status. i am not changing my premise.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16501,"whatever aspect of maleness that serves the feminine purpose is a man's masculine responsibility, yet any aspect that disagrees with feminine primacy is labeled patriarchy and misogyny.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (low confidence)
sexism2022_english-16520,"yes, indeed it is little girl. my grandma had a great baked macaroni recipe.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16535,i wonder how many moms would let their 12 yr old son buy a pocket pussy?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1655,"stop lying. the dude is ugly too. those eyes and lips shouldn't be on a fucking man, these belong to a woman. even if he's pulling a weird face, pretty sure he'd still look like a soyboy with a straight face.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16560,if i see anything like that walking into a public ladies restroom and i am in there im not shoot his ass in the penis if he wants to be a female ill make him a female,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16585,"if while with a hot blonder you are thinking about the dude with a high smv who screwed her, then your problem cannot be fixed with trp. you might need to switch teams.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1665,she's just a dyke that thinks she is a comedian not comedienne,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (low confidence)
sexism2022_english-16729,agghhh! try not to use heshe. please! that's the feminist politically correct bullshit.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1679,"the moment fox tv shows hillary talking, i turn the channel. she's gone. forget her til she hangs for her crimes. when those stupid talk show radio hosts air hellary's shrill witch voice, i turn them off. i am in control - of that much!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16816,"the bit about the paycheck is hilarious, because in the uk at least, that's how it often worked in the 50s and 60s, man brought pay home, gave it to wife to spend on household necessities and she gave him beer money.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16879,it's a sickening thought to realize roughly half our nation's population think we're their enemy because we genuinely support our constitution. they support social justice and gender neutrality.... wecannolongercoexistinpeace,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16890,"gjdm, i need to stop being a bitch and talk to woman i like during the day. heck, there's a girl at my gym who i've been dying to strike up a conversation with but i always make an excuse in my head not to. f that . even it's just 'hi' i'm doing it.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-16907,"yes, female incels exist, i happen to know some in person",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-16988,"in a bar in san antonio texas in 80s, british chic asked if i had hair spray. for the braided hair under her arms. gag....",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17022,sadly it does... some women find it to be such a turn off that you even have to ask,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1712,i feel embarrassed being a woman today in this crazy witch hunt.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17205,more of that toxic masculinity from the product of a single mom.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17236,it's crazy in brazil. the american way doesn't work very well. girls flake 95 of the time. as a local - do you have any suggestions?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1725,"yes, i had to put maureen in her place more than once!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17260,"libtards have to ruin everything. i enjoyed her movies, but she needs to stay in her lane and stfu.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17376,"just when you're sure your marriage is all over, your wife will fuck you one last time. not only that, it'll be a threesome. if you count the lawyer stood by her side.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17417,"i've had words with hillary and gaga in twitland i've suggested a woman who laughs at death isn't great and i've suggested a woman who knowingly let's off a guilty child rapist is questionable. but if anyone heard me, who knows. bloody hope so.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17427,shes a pile of shit herself. who knows if she isn't just trying to save her own ass?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17452,pure sick evil... this woman has no soul. kristine marcy ses,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17495,jamie oliver took away my turkey twizzlers! fookin twat!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-17538,women who lie about rape should be imprisoned for the same amount of time as this man would've if he was convicted,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17644,like i said. sorry. sounds like i hit a nerve? is he your girlfriend or something?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17682,who knew broadway actors were such drama queens? hamilton,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17705,"feeling good in your own skin doesn't mean that you shouldn't try to impress women. women are not like your friends and if you treat them as such, i am going to fuck your date 10 minutes after you pay for her dinner.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17734,"she did go early. you didn't show up. chadlite saw the chance of an easy lay. even if this was only a free dinner for her, for you this was an interesting experience to have.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17753,"what does it correlate most with? nothing really. it just varies. i've fucked with girls taller than me who couldn't take my dick all the way without it killing them, and i've fucked with girls under 5 feet who could probably take a bowling pin.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17781,white girl is trash truly surprising,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (low confidence)
sexism2022_english-17798,"she sounds insecure , sounds like hell , wondering what would had happened if you decided , fuck it crash and burn , start talking shit then eventually ask her to your place .",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17832,the right version shows the woman's real identitynature.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17893,"because you have other options. they want to feel wanted, until they are needed. there is nothing more boring to a woman than fulfilled expectations.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17899,yeah she voluntarily sucked off slick willy and in return he showed her how to smoke a cigar.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17937,apparently they are also bashing white women. i will not self-flagelate and women of color will have nothing to do with saving this country.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17943,"they can never drop the narrative of women as victims, it's astounding.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-17952,"i have the word 'standards' printed on my underpants. so i can raise them, or lower them, depending on the quality of the women i meet",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18049,man i really love how she was trying so hard to drop his food and it looked like he just effortlessly and gently slaps her in the face with it while taking a drink and walks away still ready to sip on his drink.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18066,"still not sleeping well i guess. isnt it a bitch when reality finally sets in you find out youre not really smarter than everyone? i think he should go to hawaii, sit on the beach, have a mai tai, spy on everyone see where that gets him!",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-18083,"sounds like good advice. make a move. ask her out, touch her, etc. make an actual move and see what happens.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18098,when they go low.....we beat women with flag poles and pepper spray them in the face. miloatcal and antifa is a terrorist organization. gabfam maga,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-181,well that's funny because i thought women had no shame.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18203,my 10-year-old daughter can field-strip an ar-15 blindfolded. she can also run the mile in less than 8--a-half minutes out of a dead sleep. i guess i should be expecting a call from huffpo any day now.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18268,"what about whats her name, you know creepy porn lawyer side kick , where did she go?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18329,"she should talk, i bet her slyz looks like its been worked over by a bulldozer.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18358,"same here dude, not only does it shift the dynamic of you becoming a chaser it gives the girl an immense amount of power. i drop girls fairly quickly that start doing that shit and they almost all come crawling back.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18362,i give her a bit of a break because she was a disney kid. those chicks are almost always abused.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18378,i've seen women in their 50s hotter than her.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1839,"remember herman cain presidential campaign, 2012 sexual misconduct accusations. 1 woman came forward, as that mess settle down, democrats found another woman. then democrats found 2 more women that sunk his campaign. what are the odds.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (low confidence)
sexism2022_english-18401,"cels are laughing because a woman they feel is pretty and would reject them, got beaten up.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18405,that woman would reject every single person on this sub,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18458,"not suprising, she needs to find another beta provider before this one dies.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18579,scalia's shitlib sandnigger daughter in law turns red over kavanaugh treatment led to arguments with my husband father-in-law,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18609,"so he plays a badass on tv, then tucks his balls in and lies down at his wife's feet?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18653,"shush, consent is a foreign word to these blokes",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18683,i like how all he has to say about her is her perfect face and ass,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18714,i have some unwashed underwear she can sniff i am not sure if it is sarin but i am positive it is toxic and probably wmd.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18738,has huma been falling off any bridges recently or is she still holed up in a safe house?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18804,having a low sex drive to the point of being practically asexual is such a fucking blessing...women have literally no effect or control over me for anything.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1885,must have been a white woman so she had to shoot herself. a mexican could have gone out to lunch afterwards at a sanctuary taco stand.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18862,oh great i refused to give on her web site however it seems she is also making a e-mail list... how typical...lolol,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18880,"bless her heart, she uses words like retarded when she encounters a mean ole white man.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1890,"photos emerge of girl friend recently in dubai. recent photo emerges of this guy wearing a pussy hat, next to girl friend at anti trump protest, had girl friends id to check in hotel how without that did she get to dubai?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18900,i hear his sister does communist bukake.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18928,"if you're a woman he-she it, i'll take that as a compliment.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-18986,just like how asian girls hate asian guys,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1902,for bad mouth black beauty maxine? i know that she is owned and owes. bud is this guy the ownly owner? how many own this trojan horse? how many ride her?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19047,so quick to assume the woman in the pic has been mudsharking. it's just as equally possible that she was raped.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1907,you can't bargain attraction but you can tell people to get a reality check. if women expect a ferrari on a 2001 toyota camry budget then they need a wake-up call.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-19120,break barrel single-shot shotgun? she needs to talk to her husband and have her get something that will allow her to shoot more than once before she is mobbed.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1919,the only red pill is that you have to be 20 in terms of attractiveness. everything else is just blue pill hope to cope with that truth you can't possibly tell me a balding 5'3 guy with a 4 inch penis just has to lift and hold frame.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19198,even nerdy girls want the chads,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19199,"dont act too lovy dovy or flirty, act like you are interested in them but on a mostly physical standpoint. seduce him, don't date him. be more of a fuckbuddy than a gf, and if he wants to dominate you, let him if you are comfortable with it.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19233,"incels were told to just kill themselves and threatened, spit n, demonized, framed. i doubt they have much empathy left for others comitting suicide especially if they were hypergamuos women who failed.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1924,i want all women who deserve respect to get respect. the rest can piss off.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19255,"very learned women are to be found, in the same manner as female warriors but they are seldom or ever inventors. voltaire voltaire quotes",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19273,"if that's the case, i certainly hope he performs cunnilingus on every woman who brings him a donut or returns the photocopies he accidentally misplaced.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19279,you shouldn't be too invested with girls you haven't fucked or been on a date with. ftfy,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19285,"i think they need some kind of personalized help, and therapy would be a good place to start. i genuinely feel bad for a lot of them, unless theyre the kind of person who favors institutionalized rape and i include government girlfriends in that.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19288,hitlery is the evilest woman on the planet. period.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19305,"if ya want women to carry, tell them to turn on c-span...",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (low confidence)
sexism2022_english-19307,we have to go out like a beta from suicide at age 20 while chad and women get to live a happy life till 85,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19330,"trump is a filthy elite kike jew bitch with a daughter named kikevanka married to israeli agent blackmail pro kike kushner. loose the jewtardification bro, you expose that your words hold no credit if you trust in your kike jew blackmaield overlords.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-19347,"aw, look guys... shes special.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19350,"yeah, sadly. and it is very heavily slanted... edit wow, kill me, 97 of editors in the gendersociety are women? just wow.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1936,if she loves rapefugees so much let her go spend a week alone in a camp with some of them. after they remove the coke bottles from her orifices they should ask her again how much she loves refugees,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19364,"twitter is the same way. i got suspended for calling sally kohnhead a super dyke kyke. thus , i'm here.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19471,that isn't an analogous comparison at all. whitecel volcel is an absolute statement most men are smarter than women is explicitly a conditional statement.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19615,"and because you are girls, pretty and a bit silly, you are easy to deceive go figure the media is so afraid of russians. lmao",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19634,but a normal woman is not expecting you to lay out 3 months salary. define normal.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19709,i agree she is a dickhead but this has nothing to do with their sex. how is this a pussypassdenied? this is more of a fatpassdenied,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19763,"sounds like pure and unic racism, the sentences of this black dumb lady. need some chicken with melons? - oh sorry, i was joking, ok!- lol",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-1977,"if you want a man i'd work to keep the husband you already have, who has been extremely patient with this issue",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19772,if you can't handle the mindfuck then don't fuck her.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19808,"according to the lincoln county sheriffs office, 18-year-old erik ivan rodriguez allegedly met a 13-year-old and they began talking on snapchat. the suspect then reportedly met the alleged victim at her home.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19850,"lol, a canadian guy legally changed his gender to female so that he would save 1000 a year on car insurance. a female lawmaker is outraged and is demanding he be arrested for perjury bc he said he did it just for the insurance savings. ha ha ha ha!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19932,as if anyone under the age of 20 is actually watching this garbage. this show is made for 55 year old rural white women who have no close friends and whose children moved out.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-19933,"that's because more guys are attracted to the roles. it is also an area where guys tend to be naturally better at. the thing is, you probably won't admit that women on average are better at other things.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-19935,"depends on big she is, not the cake....your wife-to-be",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2134,everyone here is thinking too god damn much. i don't care how into seeding etc you are. you never put your dick in crazy. hell. this woman sounds so boring and messed up that she doesn't deserve continued interest.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2177,"birth control condom and emergency contraceptives if necessary and you have a better chance of winning the lottery than getting pregnant. contraceptive failure happens from either negligence or fraud. her body, her responsibility.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2226,"you didn't pay her therefore she desired you. she showed you genuine desire. if there is cash, there is no genuine desire, right?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2254,chibs said if a woman describes promiscuous behavior its okay to call her a slut. utterly false,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2261,"after getting stabbed with a fork my desire for random encountered has plummeted. twice a month is fine with me,ts about the same as my married friends with kids and i dont have to put up any bullshit.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2270,you know when men will round up the muslims toss them the fuck out? when the women get pissed tell us to handle it .,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2281,"well, trump sure isn't your mother's golf playing president. zowie.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2329,"instead of a blindfold, she needs a bag over her head.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2369,is life experience attractive to women? i've seen some evidence of this but never was sure about it,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2405,"she wants closure. fuck her shit up by saying that the ltr you had was nice, but now its over and there is no need to meet up to discuss it. then hard next.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2418,"claims to understand biology is a civic nationalist he has you pegged cuck, or maybe your wife's bf does that.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2508,"another one joins the gang that harasses women doing shopping, walking on the streets, etc, and feels proud about it, but seldom gets laid.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2512,any woman who dallies with married men is a woman of low morals she will gladly betray those men,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2599,the little nazi twerp deserved to get his girl ass fucked while he was away being a tool of imperialism. would have been extra funny if it was a black dude banging her.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-2611,"then you are not aware that plannedparenthood is grooming the girls for abortion contraceptives,never let my girls join that bs",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2618,"jesus christ. soft porn has warped our collective minds. if i'm with a woman and a man so much as looks at her suggestively, there's gonna be a problem. cucks are our leaders. hey, to each his own. but our elite are creepy. hell.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2664,"there are some that would disagree, to them she is a goddess. she has no soul by our definitions. we will continue fighting and we will win. we will not be replaced.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2696,what monsters!there are no people of color in that photo. why are the kids so white? does the mother hate black men? is she a bigot? i bet she is. why else would she be with a white man? white men are all racists!,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2706,sure she might have stoled some cash.. but now her stupid face is all over the internet lol,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2718,"there there pocahontas, don't get your loincloth in a wad.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-293,"in greeley, co they're tribes, one woman hit a pregnant praying woman with a meat hook and hard hat? let them kill each other off! don't eat those foods!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2948,"zionist porker related to chuck 'the schmuck' schumer, amy 'makin' bacon' schumer oinked to the camera's having found a police officer strong enough to haul her fat ass to jail. you jews sure know how to put on a show!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-296,because girls are immature at that age and dont know what they want tee hee,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2967,hypergamy knows no bounds. and somewhere there's a bluepill simp ready to marry and take care of her despite literally being formerly married to a terrorist.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-2979,"never spoil anyone, not only women otherwise you end up creating spoiled-brats who care nothing about you.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3069,"mgtow is a natural reaction to the state of affairs. i quit dating and dealing with women in 2011 and i never heard of mgtow until 2014, that's when i realized it was a social phenomenon. the meme is still growing, btw.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3082,she was under 10. curiosity as a child about her sisters body parts isnt equatable to drugging and raping women as an adult,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3089,you think she'll wait until they're 18 before the cuckolding?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3103,the biological experience of the reproductive system is the core central defining experience of being a woman. it shapes everything about our existence if life,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-311,this man deserves to be hailed a hero he looked in the eyes of an ugly four eyed hijab and gave hwr the only respect she deserves blood and death,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (low confidence)
sexism2022_english-3111,isnt it great when you've taken the red pill and can see this shit like an x-ray? mgtow red for life,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3151,"truefemcels is troll idk about fa, inb4 bbw whaling starts ranting about fa having truecel women",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3190,"well, to be fair, they called you a whore because you are female. it's not based on any aspect of behaviour or sex or anything but the fact you are female and they despise us to the depths of their beings.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3264,"don't forget no to actual rape, not imaginary rape. muslims are all about raping and killing western women. but most of these liberals can't figure simple things out.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3270,50 year old women would never want to have sex or get turned on by the idea of having sex with a 25 year old. that's a lie,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3275,an armenian on the young turks? how come she isn't dead yet?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3310,"the communist left and their progressive ilk really hate white men. they'd be quite happy to have nothing but trannies, homosexuals, people of color and white women with pink or blue hair.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (low confidence)
sexism2022_english-3369,"yes, its a total insult if she's not attractive.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3454,i don't think she needs to worry about getting knocked up,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3472,"found something on wikipedia. not intentionally either, i was just trying to remember the disgusting creep's name. but here she is, the one we all love to hate, dianne feinstein. not surprisingly she was inept then, too.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3530,is she now also claiming gang rape?,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3540,"non-rape from a chad, rape from a joe.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3565,can someone point me to the cock carousel? i keep ending up at the reeeecups.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-358,"based on her logic, i shouldn't lock my doors because that would violate the rights of a thief, i shouldn't be armed because that would violate the rights of a robber, etc. pelosi is stupid as fuck.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3694,"it's legal for all blacks to rape and murder white girls in durham, nc and charlottesville, va. durham da roger echols and charlottesville judge robert downer will make sure they all get off.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3702,"dykes and faggots should not be allowed to adopt, period. these sickos will only ruin a child's life by leading them into their perversions.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (low confidence)
sexism2022_english-3713,banging a white girl like her she's a felon.. i always love rogue white chicks. her smile is hot.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3781,"come on girl, my magic wand won't suck itself...",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3807,"pretty much no hint of the subject being mensrights is left, everything from the sidebar to the posts to the forum caption is more and more exclusively we hate feminism or women are bad and very little about anything to do with mensrights.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3832,when the enemy comes i am certain they will make sure to consider the emotions of our female soldiers before they throw around any harsh insults.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3841,"truthfully, roe shouldnt exist. it should be a 10 amendment issue. with that said.... im pro choice as is my girlfriend, who said that if she doesnt have a ring on her finger shell just throw herself down the stairs for me. s",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3851,"a lot of women want to play the games though because its more exciting, thats the point.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3916,"a woman with a 40 waist? ..shit, i don't care how she's carrying it, that's getting a bit large...and i gotta eat dinner now, with this in mind.....",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3951,"your 6-inch dick won't land you drooling women. it is the expected average, perceived by women themselves. you'd have to sport a well above perceived average dick to attract women and maybe bypass the other requirements. unlikely, jfl.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-3970,surprised you could even spit game while on acid. if she knew its probably no big deal. dont mention it and do it better next time,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-403,i fucked a girl 14 years older then me. 710 would bang again.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4081,but what he said towards the end in the car about the jewish witch was spot on and i think i broke a rib laughing so much.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (low confidence)
sexism2022_english-4237,"figures, if she's running out like that, she's probably already fucking around.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4239,"show 'em how to shoot like a girl, katie.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-427,jap girls will fuck plenty of white guys. all of them are high estrogen and need big cocks they hate the feminine rice,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (low confidence)
sexism2022_english-4337,"the iron maiden, the toughest tranny in town.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4389,"thanks kelly, i can totally testify to the eyebrows thing guys. i'm german that has lived in america for the last 7 years but i get my eyebrows threaded, dudes thinks it's gay, chick thinks its sexy!",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4411,spain will soon include ignoring women into their definition of rape.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4434,the westteh joozthe govtthe gynocracry is showing us that men and women need to just go their own ways and forget the next gen. fuck 'em. all of mankind's problems could be solved if we just stopped having children.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4474,"agreed, but the way you said it is. don't reverse the male female dynamic and think it works the same way...it doesn't. showering them with compliments",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4482,female sex tourists are the same kinds of hypocrites. they think they're totally not doing the same thing. except they are.,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4529,"a woman like that should be dumped automatically. unless you're a beta and have scarcity mentality, then you should do everything you can to hold on to her.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4614,"eh, i fuck a brown girl. so...spic licker?",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4627,"all a girl can do to shoot her shot is just let a guy know you exist. in most cases, as a woman, you wouldn't have to shoot your shot because if the guy you liked actually liked you back, he would've been making moves with you already.",not sexist,none,none,test,sexist (low confidence)
sexism2022_english-4661,"the boys should be killed. ok, now that we have that out of the way, why is a girl meeting two boys in a ditch to buy a knife? i mean, let's not lose sight of that. this was three useless people meeting up and one got the worst of it.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (low confidence)
sexism2022_english-4711,dont call me a motherfucker! im not a motherfucker! i just happen to fuck other peoples mothers on purpose as i go about my day...,not sexist,none,none,test,sexist (low confidence)
sexism2022_english-476,"the crooked, drunken old hag deserves at least 3 life sentences!!",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (low confidence)
sexism2022_english-4771,cause fun might hurt someone's fee fees,not sexist,none,none,test,sexist (low confidence)
