rewire_id,text,label_sexist,label_category,label_vector,split,sexism_grade
sexism2022_english-17982,correct me if i'm wrong but i descended from the men of old who conquered countries. i will not be talked to like i am some piece of trash. i won't let a woman talk to me this way - don draper,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-17984,"dating sites are good for two things looking at women youre not good enough for, and looking at women you dont want... guess which ones are gonna hit on you?",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-17997,aren't most universities 60 female and yet females are still considered a minority and need help? there's no end to this.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-18057,ugallowboob must be just drowning in pussy,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-18058,"oh man i'm so sorry. yep that get's rammed down our throats from the moment we can understand never hit women, never and women know this, and they take advantage of it.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-18183,this comment is too logical for him. the emotions and desires have he on control once she sucks that cock he will put a ring on her. its over for weak will incels.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-18190,fuck her or tell her to fuck off.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-18213,"you incels bitch about how terrible and miserable and psychologically-damaging your lives are because you don't have sex, but as soon as a woman has surgery to get out of that situation, she's selfish?",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-18231,not if she wants it. only prudish women hate dirty talk from attractive men from the getgo.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-18286,"i can see your knees young lady, open up.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-18300,i question why someone already has not taken out ol sour puss...i mean....she verbally vomits muslum cockroach shit...hates america...wants all americans dead...i say terminate her worthless ass with prejudice !!!,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-18308,"can you imagine just how incredibly butthurt the democrats would be if trump does so well that the first female president ends up his daughter ivanka. they try to make a witch the first female potus, and instead we get an angel lol. trump maga",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-18325,if not talking is your strength then... i'd go for a release of information while you listen to her since it's more important to pay attention to what they say than bombarding them with info,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-18542,"fine, let's set up facebook pages with lists of women who have accused men falsely of being pedophiles, rapists, etc.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-18577,"how about the unworthy non-victims of non-rape hell, let's just go completely feminist-approved. the unworthy.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-1868,"well you see, a strong female character is either 1. a fighting fucktoy 2. a mrs. male character",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-1869,success gril lets you piss on her women love by being a pickmeisha. men love by remembering her birthday.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-18705,trump is communist you twat. he supports jews.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-18709,i'm so sick of women hitting the wall. i'm getting a sex doll. they never do.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-18715,"depends on the girl, on both sides of this. average girl gives an average blowjob, paid or not. and you can get high end escorts, or just more willing girls where its all on the table.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-18766,"yeah. but its better when those conversations are with a woman you're fucking. but its generally not worth it. its like a wishing for a unicorn. great sex, great conversations, and no baggage?! yeah right...",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-18814,"you're an idiot white knight who enables the cheating behavior of women, and encourages women's false rape allegations.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (high confidence)
sexism2022_english-18919,i would bang greg's woman provided it wasn't a man at some point.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-19029,"lol - a story from another culture. 2000 years, all eves destroy all edens. 4000 years, epic of gilgamesh all women belittle men.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-19074,"does your mommy know youre playing on the computer, or is she out turning tricks with some brothers for some crack?",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-19078,"is this going to be the new crusade? instead of reporting women to the irs, reporting cheaters to their boyfriendshusbands?",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-19087,she's like a black widow spider. how long did that take her? less than a year,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-19131,rape is an inextricable part of women's history. your rape fantasy thinly disguised as sarcasm is testament to that.,sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-19155,that racist cunt would be in africa eating mud pies and nursing her 8th child from the 8th man who raped her if it werent for our white culture and assistance to these ungrateful negros,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-19161,"the best fucks are whores. you sound really sexist against women who are comfortable with their bodies, who hurt you?",sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-19260,dude ive fucked so many girls this way. nba dancer and nfl cheerleader. helps to have a nice car. im tall but i bet this would help short guys too,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-19308,"the simple answer is that some women seem compelled to invade male-only spaces, feminists in particular fear allowing men to have their own spaces.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-1932,"a slow transition starting w feminism, false rape reports on campus and the complete indifference in society for the suffering of those men which led me to the men's rights movement, than mgtow youtubers and trp.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-1938,the whole sex shaming and cover up culture is a feminine invention - and it's a shit test. and so is sex-positive feminism also a shit test.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-19528,drown her in pigs blood!!,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-19576,"they need to throw her under the prison, disgusting and vile woman.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-19591,some white man needs to rescue her from her crazy ass judeo-marxist parents.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-19601,those who are trying to make it big in business. having attractive female workers. these situations can happen. but in the end. it will all come back to you. either she records you or blackmails your sorry ass. there's no happy endings.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-19842,"its just make up, shes got the face of a camel under there",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-19869,"crazy bimbo is back! white uncle tom rachel dolezal says she's trans-black. ugh, this dumb bitch! i thought society was through with her!",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-19907,"white knighting got him torched. hope his burns have taught him something important about female nature. but then again, manginas and simps rarely learn.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-19925,i was delighted when pinkpillfeminism and gc got purged all the women were crying about it lol.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-19966,it's part of the gynocentric society's effort to abolish all standards for women.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-2011,hopefully they deny her pussy pass and lock her up for a substantial amount of time.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-2078,"i disagree, i think very few serial killers are incel and violence in any form is attractive to females.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-2115,"thing is buffers, i've met a number of white people with dreadlocks over the years, and they've all, to a man, been trustafarian cunts",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-2247,societal pressure to be like the guys on tv? self-worth seen as a driving factor for men? please tell me you are female.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-2285,post locked because it's being infested by incel manchildren from rmgtow. sure bud. we'll see who's gonna be laughing after 10 years when you get divorce raped.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-2392,"paul still can not get it. islam and feminism are divine spouses. feminism is not against all men, feminism is against only weak peaceful european men who refused to subjugate women.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-2412,"but if it was a photo shoot where she was spanked by a dude, willingly, feminist crazies would scream misogyny..",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-2498,"because the government dont give a shit! i wonder what would happen if laughing girl on the picture had a few paki cocks shoved up her arse? itd be a different story then! drain the swamp, execute the complicit.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-2524,i bet her future husband won't have anywhere near that much sex during his marriage lifetime with her.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-2617,agreed. my wife is a babe too. i remember after our third child was born she went a while without shaving her underarms. not unattractive in the least. same beautiful blonde shade as her pussy hair.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-2621,"crooked hillary wanted to send a drone strike out on julian assange can not wait till she gets charged! that bitch should hang, not just for treason but murder! clintoncash clintonbodycount",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-2659,where i am from. if a girl makes a move it usually means she is very desperate.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-2665,i fuck strippers lol. it's a good time,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-269,"i love how you tried to frame is as playing devil's advocate when it's really what you believe. actually i believe exterminating muslims and jews entirely. we should start with their women, to disable their reproductive capacity first.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-2738,it is highly unlikely that female on male rape will ever be taken seriously. it's bunker hill.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-2790,"wed have to kill a couple women, and the rest would automatically fall in line. its a really simple model thats worked on literally every enslaved or captured population in history. what the fuck dude. enjoy your ban.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-2798,either you worship women or you're a misogynist.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-2818,"lol go for it dude, whamens can do no wrong",sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-2831,poisoned drinks fall under the category of real rape violent attacker. no grey area there. i guess one could discuss if women should go drinking at bars alone.,sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (high confidence)
sexism2022_english-2876,that niggress is a straight up whore - the consummate product of the society you claim to be against because you're a conservative. smdh. you will attack a white girl because she's not a nigger whore. how seriously screwed is that?,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-2889,well of course she isn't playing videogames. that's something icky boys play. gross!,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-2915,"year round winter wear, for the icy elite bitch of today. she shears her sheep and wears their wool as a sign of dominance.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-3032,"i see. i hope that your balls are metaphorical, little lady.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-3172,go get'chu sum white women's time to turn it around be a pimp before is too late!,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-3216,"we've been together since yesterday, dont pretend you didnt know slut",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-328,"we will make her life and her supporter's lives a living hell... aww, who am i kidding? we'll do it either way.",sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-3392,"just have 0 body fat dehydrated bro. ricels not gauntmaxxing volcel. holding ghoul frame theory's legit. i try contribute i'm no incel or got a pussy, sorry but rather me sorry than you sorry lads x",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-3395,did you guys notice how fuckin fat she is,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-3404,from chapter 3 my answer to these men is always the same if you make it clear from the beginning that you are unwilling to put up with games . women do play games and turning around on the first test will give 0 results..,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-3419,"it's a fair trade i suppose. while we'll have to pay for the incarnation of yet another rabid sheboon, likely for life she's at least removed another future negroid criminal sperm donor from the pool.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-3500,and women still rob men without touching them...,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-3521,katy thinks her bodacious boobs will let her get away with anything. she is an idiot !,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-3586,"thank you. think of how you love a puppy, that's the love you must have for a woman. that is an excellent way to look at it.",sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-3617,in if ya got a problem pickin on female liyalists y not try someone your own size,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-3755,"well, they define rape so women can't rape men. but i don't take my morality from feminists.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-3810,"i would rather not try to restrain a person and risk the chance of getting hit on the wrong spot and getting injured, you say women are easily restrained as if men are invulnerable but you can get hurt even by someone who looks weaker than you",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-3853,i hate that limo-leftist cunt and her crossdressing jew.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-389,"new tide pod chalenge---liberal women shud shove them up there vagina an see how long it takes 4 it 2 melt,-gay liberals shud stick it up there ass 4 the same reason,-",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-3890,don't support her or pay her way or you be come beta bux,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-3906,"a fleshlight costs 80, doesn't demand more money and will never accuse you of sexual assault. winwinwin",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-3950,isnt that like when that witch pelosi said we have to pass it to see whats in it? that turned out well.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-3962,i'm surprised how many morons are still on there. the slow learners eventually show up here and want to bitch and whine how victimized they were on twitter. huge snore. you went from a victim to a volunteer. i have zero empathy for the volunteers.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-4069,michelle wolf without makeup - the unfunny 'uncle tom' joking comedian at the wh dinner. why do liberals admire ugly women?,sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-4119,"i have seen the original pic- that girl is most definitely worthy of breeding, if you don't agree then you are the homosexual.",sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-4167,"thanks for the response brotha, i'll work towards it. it's just another nasty remnant of my beta days. but like you said, i'm a man. men conquer.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-4204,"most of what she verbalized was before anything happened right? shes protecting her social status and doesnt want to be labeled a slut. any time she says no, slow down, or stop during making outetc means you need to stop. thats the difference.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-4232,"dangzagnut just sort be new here says someone whose account is 14 days old. the only one new here is you, and the way you are acting, i highly suspect you are female.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-4250,"depends on where you are, generally by military the bases they will, but away from them it's very hard. you shouldn't need prostitutes in japan, the women are very easy to pick up if you know how.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-431,i guarantee you all the boys are black. its just white women falling for the black cock myth.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-4456,muh poor oppressed women what is this retarded faggot shit?,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-4523,disgusting woman.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-4575,i don't like malaysian girls..,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-460,this true . obese hideous women and stick thin men without an ounce of muscle or fat.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-4656,hate and love is two sides of the same coin when it comes to women,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-4813,should've went mike tyson on her,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-4867,"absolutely. you hit the nail on the head, stop validating women that are not even invested. she probaby has 5 beta orbitters that like every fucking bs she posts on social media.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-4921,"perform fgm on the two doctors female family members, see how they like it. old time tribal brutality sharialaw",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-4950,"no, it's called 'guys like girls that look like bimbos' and it's a trend that needs to die. yes, some of it is uncanny territory, but the botox lips and hooker paint job is a design choice.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-5246,i just say i'm waiting to fall in love which is usually followed by their awwws. it's better to say that rather then giving them logical answers as to why you have made a conscious decision to avoid women.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-5262,a girl who comes up with terms like substantial clitoris definitively reads like a fat girl with self esteem issues. that whole story reeks of fat girl with mental issues.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-5263,"as i've always said, girls who behave like ladies get treated like ladies, girls who act like tramps get treated like tramps. great example of this.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-5318,who the fuck would believe that fat landwhale that someone would want to rape her lel.,sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (high confidence)
sexism2022_english-5368,"it's sad. a few years ago, it was all positive masculinity, self-improvement, with a side of game. these days, they've put the pussy on the pedestal as bad as the bp crowd.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-5385,next time she suggest to go somewhere tell her you're helping out meeting another girl to hang out or so. you will see if she values you. if she doesn't suggest anything ignore her.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-5410,"that ruins the fun. now all wives are going to say something like you dont need another one, you already have one that can shoot everything",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-5424,"women when they're referred to as women i'm not a female profession, i'm a profession women when talking about incarceration that's not just any prisoner, that's a female prisoner.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-5579,oh ok. so is it just premarital sex that makes a woman a whore? what if she ends up marrying the man she has sex with?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-5599,karma's a bitch!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-5669,"why is it ok to say women have greater empathy, are better at caring and communicating but you simply can't say men are more logical rational?",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-5827,we ban females,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-5832,this is about false rape charges and how wives use the laws to torture and get money from the brides family.....highly recommend to watch full video ....its mind blowing,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-5886,do a stone ole stunna on may the hag she has got to go uk is so cuck we need a duterte shoot the fukas,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-5906,"i hate girls like this. like a girl could be perfect 10, but once you realize she knows it, and only wants to exploit people and doesn't care about genuine interaction, she automatically becomes the ugliest girl in the world.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-5931,"any woman can be a sex worker. any idiot can do a lot of jobs, we still respect them because the job sucks. literally in some cases. man can rarely be. men frequently are sex workers, they're just sucking a looooot of dick.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-5961,hate this smug cunt. squeezing the life from her with my hands clasped about her neck would be the most worthwhile thing i ever did in my life. bitch. i mean spectre not empress,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-5963,can a female please slap her.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-5965,i mean im ok with girls that have flat ironing board bodies too. you got pretty high standards for an incel,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6033,curves does it for women. im sure women would collectively sue for access to the gym if it were a company. we should start a mgtow gym in peoples garages or a warehouse similar to the heman woman-haterz club.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6096,ms...fernandez killed her 8 year old son because she thought he was gay no words about a father being involved with the child. how about having something other than a female around to mentor and direct a boy into manhood?,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6123,she's a fucking raptalian piece of shit.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-6198,not an asshole. i feel disgusted too. we're such a pc society that they've posted photos of the kid when he was little and calling him a girl. they are so afraid to have him face the truth about his biology and gender. sickening.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-625,"imagine the woman you find most attractive in the world, she would let him fuck her in the ass on their first date. there is no competing, you never even qualified for the event.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-6251,who gives a f if you are fat or not ? get over yourself little girl,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-6255,"a 46 year old virgin, ignorant of female nature, thirsting after a slut and goes into creep mode when rejected. prostitution would stop this simp behavior and i know internal validation is ideal but some guys just need to get fucking laid!",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-6275,men need women like hemorrhoids and parasites to live happily.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-6304,"come to think of it see what i did there? . . . in my experience, an awful lot of women who are in dire need of an iq upgrade seem to be trying this out.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-6353,girls who come here love the drama and intrigue of the crazy and aggressive incels. incel game a thing when?,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-6442,"listen i'm not shaming people for their looks, but i am though. give an ugly guy a chance, he thinks he rules the world i know this is not very christian but her head would look nicely on a spike",sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-6450,"haha that could happen, unless he totally gets engulfed by pussy that he cuts me off.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-647,i picture the life of an incel as being like peter parker in sam raimi's spiderman 2 without the spiderman powers. if most women had to live like that they'd go full elliot roger in about ten minutes.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6609,"kind of lost me there stacy is just a hot girl, has nothing to do with hair color, the most giga stacey of all time has dark hair and so do many other stacies also charli is a kid lol",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-6629,well then good because someone has to knock her ass back in line when she acts like a woman and posts bullshit about her based minorities. if someone is not white they are not one of us.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-665,serves the cunt right. indian women are one of the biggest whores on this planet. i find them disgusting and repulsive.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6693,"granny, just answer the question, please. i am sure it triggers women a lot since they are self-conscious about their weight much more than about their n count lol",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-6736,like the stunning and brave woman that stopped the police by showing her pussy. as if police was there only for her...,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-6741,out of boredom i decided to read quite a few of the posts from cheeky monkey. my wife and i can't decide whether it's 1. a teenage girl or 2. just a cunt i know it's possible to be both but i'm guessing it's 1 and my wife says 2.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-6761,every time i hear a woman say 'i don't care.' i immediately know the opposite is true.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6795,don't run away like a little jewish girl.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-6808,theview is trying to keep professional slut stormydaniels and her sidekick attorney relevant by having them on the view. and on a segment called the political view nonetheless,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-6846,"i finally found muh nawalt princess. i'm in a much better place. yea, setting yourself to get taking advantage of again. this girl you're with will take everything this time. fuck.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6848,those women probably virtue signal about hating toxic masculinity,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-6966,"1 the youre an incel insult only works on actual incels, so uhh, nice attempt i guess 2 youre calling me out because im insulting women. therefore you are in fact, defending them",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-6974,it's always low tier girls too 610 rainbow bowl cut freckles and those horrible glasses.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-6980,"yeah mate , in my 3 years working in it i have learned almost all the older ladies that work in this line have an agenda of their own and they seem to targetbully the weakest person in this office just to feel better about themself",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-7003,sounds like the only sensible thing to do is don't let male or female brown people ever see or get near white women. the female is going to get insanely jealous and the male is going to try to rape her... not a good situation.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-7005,"are your chromosomes xx? if so, you're 100 female.",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-7026,"further, she also worries that evaluations of math skills can perpetuate discrimination against minorities, especially if they do worse than their white counterparts. she can't tell discrimination from objective failure",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-7156,"best solution is this buy a fleshlight, rent a pros, have the whore hold the fleshlight above her pussy, pound away and hold her tits. brutal. i love it.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-7226,"if wealth and status were the deal-maker, women would fuck on the first date since most guys start bragging about their jobs 5 mins in. ... when was the last time you dated someone? this is the norm if you have a good job like myself.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-7252,"youre right, friendship and setting boundaries is whats more important than a chick",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-7317,when she lists all of her baggage as cutesy attributes on tinder. tinderthots - part 923,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
