rewire_id,text,label_sexist,label_category,label_vector,split,sexism_grade
sexism2022_english-14648,shut yo mouf woman. no platform for females in politics.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-14708,"that's because black women are more overweight, less feminine, and bitchier on average",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-14711,"the vast majority of my friends have always been women this is a big no-no, guys who had a majority of women as their friend rarely get to bang any of them",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-14770,yoga pants aren't an innovation. they just had to wait until women collectively became hos and would wear them out in public.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-14775,now women have dating apps to cuck their bf. brutal black pill if youre not physically attractive or she sees someone better looking than yourself. she will try and monkey branch onto something better if given the chance.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-1482,"any man that marries nowadays has no one to blame but himself. it's obvious women have no redeeming qualities and most will refuse their husbands daily sex,cooking three square meals daily,and having a sweet demeanor.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-14830,you seem concerned.....she started flirting with a guy right in front of him. she deserved to be kicked off a cliff. you should try that sometime. it's hilarious. i'm sure the next white knight gave her a ride without a blink.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-14900,"challenge her ego and if she gives you attitude don't stand for it. obviously know your limits, don't be an asshole, but she is probably used to digging her heels into men. so if you be firm like concrete she'll jump.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-14904,dress up as santa claus this halloween .... invite hot women to sit on your lap. have a sign that you point to when ugly women try to sit on your lap... sorry. no sjws.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-14943,"april 25, 2018 whore n prostitute. person considered sexually promiscuous. person having compromised principles for personal gain. kamala harris is a shoo-in for dems in 2020 but what about her controversial past?",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-15020,"in many ways, women are like kids or dogs. you have to set boundaries early. they might test the boundaries on occasion. but once boundaries are set, they're easy to reinforce with authority.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-15046,"sorry, we cant just believe every rape accusation a woman makes by default. women like to lie about these things. as in the uva case. as with mattress girl. as with the duke lacrosse case.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-1506,they see nothing wrong because pregnancy traps and divorce rapes are considered valid career choices for women and even celebrated. this is how evil the female mindset is.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-15076,"imagine you bust a gut for 25 years and don't have to work anymore. if you're married and spent an afternoon drinking scotch and playing video games, your wife will subconsciously think you're a lazy loser and be a nagging bitch. no thanks.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-15103,not like women you dumbfuck. women are way more emotional and the mood swing on them is more intense,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-15150,in early middle school i was physically bullied by a girl and i told the teachers several times about this. they never did anything about it. i was a pussy and wouldnt fight back,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-15178,you realize women do it all the time right? just be average guy with athletic body and they will beg you to fuck her and cheat their partner.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-15192,"and whats new about this. a woman can be total garbage, but as long as she is fuckable she gets something.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-15195,"that shit wouldn't happen if women weren't attracted to aggressive dominant men. if women stopped sexually selecting for that type of man, that type of violence would die off in a generation.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-1520,"yeah and that's why she kissed me like it was her last kiss, how about that bitch ?",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-15221,pics of your boyfriend or gtfo i don't believe anything that comes out of a female's mouth in regards to her relationships and sex life. daily reminder women have literally called the likes of sean fucking o'pry average looking.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-15245,"once men take down hollywood and the media. alpha up, women will fall back into place into their real feminine roles.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-15286,"this socialist cunt will soon be sucking on the government teat, and shell no doubt be doing it for decades.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-15317,"like a typical woman, always waiting for the men to fix a problem instead of actually working on anything. golf clap.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-15340,massive respect to you for not breaking and unscrewing her head. seriously.,not sexist,none,none,test,sexist
sexism2022_english-15343,"i really dont get why you are upset, you litterally lost nothing, you didnt even get sex so what was she good for other than that?",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-15456,"if she said, tonight im getting wasted and riding that dick her consent was preregistered with thw caveat of she knew she would be drunk. you could not force her but if she is well receiving in her drunkenness i consider that continued consent.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist
sexism2022_english-15474,wish the jews would kill her.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-15575,meh- women in 2018 are pure cancer. don't even touch them with a 12 foot barge pole.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-15582,"no it isnt. maps are objective and directions dont change based on a whim or an emotion, women will very often lead you on the wrong direction unintentionally because even they dont always know why theyre attracted to someone or something.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-15683,but the game isn't the same anymore. we have condoms and birth control so now women can sex with fewer and much less serious consequences as well. it makes sense that they would have more sex with the top guys when there's relatively little to risk.,not sexist,none,none,test,sexist
sexism2022_english-15730,"just like the universities in the us right? i mean, we, live in a rape culture in north america according to feminazis . islam is peaceful everybody, sure they rape women and children, but we can't judge.fuckislam",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-15781,"ldr on kik who you didn't fuck? fucking pathetic mate. get over this imaginary girlfriend you never had, and go fuck girls in real life instead of being a pussy.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-15798,wow. so all women are sluts or whores. i've never thought about it like that.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-15829,yeah i'd never eat out a whore or a random slut but sometimes gotta do it if one ascends and has wife so that the stupid foidlet feels loved and reciprocates,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-15846,this should be mainstream knowledge. both for men and thots.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-1588,"your not red pilled if you don't know what hypergamy is. she will always look for someone better whether its money, looks, status etc.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-15899,"i was waiting in the er for 5 hours, no drugs with kidney stone pain. not knowing what the pain was. i don't give a crap how much women think giving birth is painful.",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist
sexism2022_english-15918,"meet mia, the troll, aka killer. she's brutal. she loves trump. and she's ready to maga. gabfam speakfreely news bitchesfortrump from scott isbell via twitter",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-15950,i suspect an ugly woman is the prosecuter. ugly parent turned her in. ugly women are criminalizing being hot.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-15960,not only is she a whore but shes also putting others lives at risk shameful human.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-15981,with what kind of demented logic do these women operate for the love of god... and why is every stupid quote from every stupid feminist turned into inspirational wisdom?,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-15986,committed relationship accidental pregnancy stds. you shouldn't have to ask this question. keeping her around after she knows that you know who she truly is essentially means she gets what she wants and you become her bitch.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-15999,"feminist looks to have sex with nazis on tinder. she even is a vegetarian, and an artist just like hitler was! does this thot have any shame? tinderthots - part 2,326",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-16025,really? you know for a fact that all parents of those bitches have insurance that covers defamation by their daughters. right? you reviewed their coverage? quit re-proving your idiocy. it's too cringeworthy.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-16056,it's so easy. just have a vagina at birth and you'll be treated like a princess for life.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16099,"if your girlfriend dresses like a slut when you 2 go out, she is still on the market bro. try to hit it a few more times but withdraw show of affection.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16174,"the reason feminism cannot defeat so-called toxic masculinity is because their pussies crave it so much and since women run on feels over reals, they never will.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16183,they lie though lol. they'll make it seem like the guy's an orbiter and then you meet him and he mogs you. i lost my college bf to a guy who was listening to her about the problems in our relationship. stupid fucking slut,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16217,"yup, 51 of the population women are allowed to hate on the other 49 men, who are somehow defined as the majority...",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-16219,don't pay attention to what women say.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-16228,well said. single mothers would not get this point.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16255,"womyn are always on the market, or to put it in another way she's not yours, it's just your turn.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16274,this slug showed up at the hearing with her boobs drooping and prison tats on her neck.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16292,it's true. never let a woman rule over you. i despise religion but love the lord but sometimes religion does have good ideas.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-16341,"i don't agree with you about the usa and europe, but this cunt is typical of female reform rabbis.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16397,"this bitch merkel, needs to go live in the diversity she preaches. put your fat ass in with these refugees and see how long it takes for them to assault and rape you, dumb bitch.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-16414,if a female is having sex and relationships they do not have social anxiety.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16448,"if these women had better personalities, maybe they wouldnt get raped.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist
sexism2022_english-16478,"nonsense, any devaluation of sex as a bargaining chip hurts women, whether it's sluts, prostitutes, or japanese sex robots. women used to get straight up marriage without even putting out, those days are long gone.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16545,feminists want you to hate them. there's nothing that women hate more than being ignored.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-16548,"thanks! i believe it helps to share our experiences as a way to support one another. you said it, life is so much better now, no drama, no debt, no bullshit. there is nothing a woman can offer that can possibly compare.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16578,"well i never said that the girls are goody goody church choir girls, but they aren't your typical slut. they are open to hooking up but not to just anyone... ya know, normal girls hahaha i'm in hs btw so that plays a part.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16603,she forgot she was a mom....can we burn her too?,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-1661,"what sort of whore attends a party where women are being drugged and raped, doesn't report it, then attends a dozen more rape-fests, just like the first one??",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist
sexism2022_english-1664,"no, whore. the distinction is important. she's a fucking porn star pretending to be virtuous. x200b her breast implant blew up recently, she is looking at her tanking smv and panics when she's called out.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16667,"globalist war mongering bitch ,if she feels that strong about going to war then , let her lead the charge.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16668,why is that redhead feminist cunt in the picture? what has that old spinster got to do with gaming?,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16697,chilling story. an example of why even living with a woman is extremely dangerous. pulling for you.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16708,"imagine having to work with a woman along with all the stress from your other responsibilities. i've been there bro it fucking sucks, but be careful always, they will use their gender to their advantage.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-1672,id pay a weeks salary to have the opportunity to bitch slap that smarmy look off her face. god i hope she isnt a grandma. what a nightmare for a kid. she is anything but huggable and boo-boo kissing material.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16735,the biggest whore is her creepy porn lawyer! at least we knew what she is!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-16757,"men still don't get it. alpha fk, beta buck. women don't marry for love. if u have to marry her, ur the beta buck. n what good is a beta buck that can't make money anymore. gyow early retirement married work slave till u die",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16758,tfm? anti male agenda is very much at large. more and more men will see this when they become fed up with the modern day female.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-16769,"a smart person can predict the future, a dumbass can only see the short term benefits. metoo, feminism, black lives matter, nazi's, socialism, marxists, etc all fall in the same category. it's all leftist bullshit.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-16781,science will have to invent a new form of math just to quantify her ego. maybe under a president trump the only place she'll be leaving to is a prison. let her bitch about the patriarchy from cell block c.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-16803,why the fuck would you go for crazy bitches?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-16821,i think men everywhere are starting to get tired of the shitty female attitude. the only ones that are keeping this going are the white knight simps and the cuckoo who are married.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16835,yeah but she's sold her soul - good luck with that bitch!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-16844,"a wife is a bit like an old television. it used to look good, but now it's too big for the room, but you know you can't afford a newer model so you bang it anyway to keep it going. itsmybirthday titsoutforbob",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-16848,"agreed. those are the paws of at least a 38 yo, 53 160cm and 190lb 86 kg woman right there.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-16875,"in my experience, women do not want equality in a relationship. the problem is they think they do for whatever reason so you gotta deal with nonsense like pay for me as well as we need to be equal.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16956,"asian women will fuck most any white guy, they got colonized hard.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-16987,"obviously she hates... she has nothing else... she is a man after all, ya'know all feministy an shit...",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-16997,"oh yeah, he's totally pussy whipped. its weird though because he's basically her bitch, and acts like a complete wimp around her, but when she isnt there he's a badman who thinks he's better than everyone else.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17,"no. first my mom became a whore after dad left and was a huge bitch! oh god, why won't she love me?!",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17021,man that bitch just cant come to terms with it can she... im gonna build her a 11000th scale white house where she can play all day with dolls and pretend to go around killing ss agents who dont do her bidding...,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17033,mudshark mother slutty mothers grooming their daughters into lushes then mudsharks,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17036,"every time i see a post here, it's exactly like this. girl ruins guy's life! but then she gets caught and is given a slap on the wrist! pussy pass denied!!! oh but his life and reputation are still ruined and her punishment was trivial",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-17052,i cope with it like i'm imagining punching her in the face.,sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist
sexism2022_english-17059,it doesn't matter what you look like anymore. this entire generation of millennial women were raising in this man-hating culture. you are are responsible for all of their's and societies problems.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17073,"plotting about how to get laid lol also, vagina isn't something that has to be deserved by anyone. its just a hole every female has on her, readily given to many chads to destroy without any prior effort required. you're clearly in orbit.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17075,1. basically she looks like shit without makeup 2. karma is a bitch. bigger bitch than cardi !,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17101,i hope there will be a time women take cobras' place in similes and other figures of sppech about evil behaviors.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17158,oh my fucking god. look at her fucking feet. disgusting. black women are the worst.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17170,did she just admit to being a slut?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17171,there are attractive thots on tiktok. why not?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17227,of course im judgemental. if you can talk about a someone that you havent even meet to its fair that i get to judge you isnt it. or do you want to be exempt from those standards. like a women wants.,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-1728,"she looks like she ate every _goddamned_ philly cheesesteak she could find in philly, the greedy hoe.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-1736,wtf is wrong with women today? sorry scrub that we know.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17375,"did anderson in the pooper ask stormy why she knowingly had sex with a 60 year old married man, when she was only 27? stormy is a grotesque whore on a galactic scale. she should be forced to wear a giant w for whore on her shirt for a month.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17418,"whenever i overhear a woman on the phone, i lose all faith in humanity. it's never an adult conversation. just drama, and only the kind of drama that absolute degenerates get themselves into.",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17440,fucking disgusting.. why the fuck would i put my dick in her disease infested cunt??,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-1749,"i cry, sure i hate it, but sometimes i do. fuck it, can't control it i do it. just don't be a pussy and cry supplication.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17565,awagc all women are gynocentric cunts,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17616,"see, you get it. happy wife happy life unless she is a gator as referenced in an earlier post. when she least expects it, give her a little peck on the cheek and then jump outa the way.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-17641,take a look at mgtow. even chads know women are no good. what you incels really want is trouble lol. life has more meaning than women dont put so much value on women thats irrational. pm if you wanna talk,sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17647,women always bitching about being a mom yet they keep having them.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17679,joe has become such a pussy idk why.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17691,"possibly cheaper bills, but even then, women would eventually want you to cover the whole expense. her my money is my money and your money is our money",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17730,why did that cuck even get legally bound to some bitch that won't tell him about her past? he deserves to suffer. there's no excuse to be ignorant in this day and age.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17739,"nothing to see here, just another liberal feminist whore prostituting her soul.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17780,i just bought a smart car. it doesn't turn on when the wife is in the driving seat.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-17782,"the ultimate stupid nigger, his cockroach mother i'm sure is on benifits too... useless vermin.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17801,on top of everything else this bitch is down right ugly. probably why she hates white guys because she is not attractive to us.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-17889,"most women are leftists. and all left paradigms don't work.. hence, women are and support shit that has never proven to work. but let's vote more women in office, right?!!",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-17896,"here's a counter now that was a snapshot before the benefits cuts, which proves then the only thing that has a real impact of birth rates is taking away the ability for girls to get pregnant and rely on big daddy government to pay their bills.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist
sexism2022_english-17926,"take what you can imo i regret not facts. regret nothing. closed mouths don't get fed boys. nut up and flirt but don't expect shit. you can't pussy out if shes tryna put moves on you, meaning be aware. this is what bro means. take notes.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17935,"maybe if one of their women were molested... but no, they're all too ugly. sweden",sexist,2. derogation,2.1 descriptive attacks,test,sexist
sexism2022_english-17942,"this is the kind of guy that'll make a series of bad decisions involving women and crime, end up in jail, and then keep on virtue signaling that he hates guys who hit women. then he'll be made someone's bitch for being such a weak little bitch.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17956,exactly... which is why she loved obama. well sorry old hag... your time is done. the world is waking up to the truth.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17974,this website needs stronger digital technology... shit takes way too long to post and view... need more ram bitches!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-17991,women need some meat on 'em. these scrawny city girls who eat nothing but salad scare me.,sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist
sexism2022_english-18011,"i would never hit a women, but you're not a women you're just a dumb thot. also given that you are begging me to hit you i'd say you'd like it if i did abuse you a little, you slut.",sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist
sexism2022_english-18016,"you are not her boyfriend you are her slave, pussy is not that good and the proof is literally on your face, you dirty , nasty , piglet , ugly , beta , jason voorhees looking ass nigga!",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-18024,i d love to read tomorrow that susan collins got raped by a gang of dreamers. that may wake her up. see what others go through. any of thse traitors should have to pay for illegals we should send them to hawaii susan collins state,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-18026,aww look the fatty used the force unfollow i'm a little pussy button! what a fucking weak-willed little bitch! fattphreys is so dumb he thinks self-censorship is self-control. lol as if a fat knows what self-control is!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-18056,whorewhorewhore and so many women walk around like this even fucking teenagers walk around like this. lol at their cucked fathers,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-18062,nah this is all on hamback and stool pigeon. no one forced hamback to fuck his mother in law and no one forced stoolie to shoot his mouth off and act like an angry woman. if they lack that much discipline its for the best they are no longer leaders.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-18079,"i'm getting older and i can't keep doing that grind to spin plates seek out new pussy. i want to be with a woman long term, but want to learn how to avoid this issue from getting in the way.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-18100,dude just kill her. i would just take out my 45. kill her on the property thinking it was an intruder. sorry if i'm so cold but the stronger ones win in life.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-18126,"they want the power money brings. they don't want the stress. hence a change in tactic to big daddy government. the other tactic is to populate the workplace, then modify it to pander to female sensibilities.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-18136,yeah the only way a man can satisfy those women is to get a running start and kick that pussy like it is a door you are trying to bust down. maybe once your leg is in them up to the knee they will feel something.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-1814,"22 not have husbands to hide behind, but at the end of the day biology still rules and even an independent feminist woman still feels vulnerable without a protector male.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-18187,"i dont date women with body imperfections. this is why if she has asymmetric breasts, stretch marks, cellulite, a weird vagina etc i ghost after the creampie",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-1823,"in my mind i wanted her hoe hands off me, she was being rude. couple weeks before that she tried to have a 3 way with me, unrelated but she sucks. i definitely should have, bottom line. youre right.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-18230,i don't know. i think girls are smart now days and know guys don't have as many options as girls.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-18247,theres no way that bitch is coordinated enough to pull that off.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist
sexism2022_english-18249,sell that bitch a dream...then ghost her ass.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-18280,"very occasionally a feminazi is just too pretty to really make a great attempt at looking like a trained monkey. once she does a few rounds of the cock carousel and the hygiene starts to go, doesn't last long.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-18294,"literally what i would have done. force her to see the man that you are, and force her to see that she can be dropped in a heartbeat for other vagina. odds are, this probably would have straightened her up before any therapy.",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
sexism2022_english-18346,what she did is much worse than weinstien because she groomed him since he was 7. weinstien met adult women who wanted a leg up. big difference.,sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist
sexism2022_english-1835,the boys family should have sued the school board for the child support her victim owes since they hired her and he was under her care and direction. then they will start scrutinizing these cunts behavior like they do the men.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-18355,"courage precludes the wise and strong from prostrating to his base emotions. let the woman freak out. were cooler under pressure, so lets be cool under pressure. let the women attack us physically, were stronger. being punched by a woman is a joke.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist
sexism2022_english-18386,"bless you, fran' 3. may you see a man tell a bitching, screaming girlfriend to fuck herself and go across the street right into a brothel as her useless ass gawks. bless you.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-1844,"dudes are tripping when they say an escort would be safer. these bitches suck 10 daily, have random dudes fingers in their pussies, do bareback with some clients no exagerration. no way an escort is safer than a non escort imo",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist
sexism2022_english-18441,this bitch needs to be shot and killed.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist
sexism2022_english-18444,"if we won't fuck their women, what will they jerk off to?",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist
