rewire_id,text,label_sexist,label_category,label_vector,split,consensus
sexism2022_english-14519,"Post pic so we have context, try older women if your virginity is not super sacred to you, was at the bar yesterday and the amount of 40 year old cougars hunting for young meat was borderline pathetic 😂😂",sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-14567,"Umm...what the *fuck* are you bringing to the table, twat?",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-14615,[USER] No problem. I will just meditate on mind bleach 🙈. Just the idea of the woman in a pantsuit is enough to give me the willies but naked with Carlos Danger 🙈🙉🙊 😊,not sexist,none,none,test,mixed
sexism2022_english-14640,wouldn't say he is a simp. just a regular creative man that didn't have time to notice the nature of women. I think some of us are really lucky( and smart),not sexist,none,none,test,mixed
sexism2022_english-14654,"I may jump to conclusions, but according to this theory, does that mean gynocentrism is inevitable? Right, that's me done here. Time for me to hit the maths books! Oh, and women, get out of my face! :P",not sexist,none,none,test,mixed
sexism2022_english-14686,"She will cry in court about DV , financial abuse , and allege that it was not her mistake but her friends , father and maternal uncle forced her to put a case on him",not sexist,none,none,test,mixed
sexism2022_english-14697,Yeah man. As long as you don’t desire female validation you can be MGTOW,not sexist,none,none,test,mixed
sexism2022_english-14700,Just take it easy on the weights so you don't end up with the big biceps and linebacker shoulders too many women have these days.,sexist,3. animosity,3.3 backhanded gendered compliments,test,mixed
sexism2022_english-14758,Hit her with a club on the back of the head and carry her back to your cave oonga boonga style,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,mixed
sexism2022_english-14761,Well this clearly shows she has no CHANCE against Trump #MAGA NO PIMPS ALLOWED ~ FUCK 'OFF' OPRA [URL],not sexist,none,none,test,mixed
sexism2022_english-14762,"I don't know what's more disturbing; the fact that these women may have HIV, or that 20 Icelandic women voluntarily slept with a sub-Human Rape-U-Gee. That blue head covering needs some ""ringed yellow stars"" to give it a fitting 'EU touch.'",not sexist,none,none,test,mixed
sexism2022_english-14781,"[URL] LOL! You are too cool, the Watchman Watcher. 😎 Every gal appreciates a man who keeps an eye out, at least I know I appreciate it.😘",not sexist,none,none,test,mixed
sexism2022_english-14809,"Because its obvious the original movies dont make shit, so they think having the 007 name with a female is going to somehow to great numbers.",not sexist,none,none,test,mixed
sexism2022_english-14810,"I'm sure that kinder gentler baboon troop was soon overtaken by the dump defenders troop with the young being massacred and the females being taken as spoils. Yeah, sounds pretty great.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,mixed
sexism2022_english-14846,"Can you imagine, her detractors will just say ""Oh youve just been a victim of patriachy too long, you brainwashed""",not sexist,none,none,test,mixed
sexism2022_english-14854,"shes a POS what do u expect,",not sexist,none,none,test,mixed
sexism2022_english-14868,That's female fantasy. I have a lot of experience in that field and nurses marry doctors all the time. Something statistics also support.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-14870,"Sure seems it. being as modern feminism and culture has told the women that the best way to happiness and success has to essentially become men, save for the penis, the only thing they need is one.",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,mixed
sexism2022_english-14871,How did she get two queens??! How did the castle and bishop become king and queen? Why is one of the black pawns behind the front line? This bitch be dummmm,sexist,2. derogation,2.2 aggressive and emotive attacks,test,mixed
sexism2022_english-14879,You guys are joking........right?? There is NO way that this Asian dude gets more puss than Dwayne Johnson. You guys are either really funny or delusional.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,mixed
sexism2022_english-14909,"[URL] Yeah but she's a typical white girl. Thin brows, no lashes, thin lips, but also with bad skin. All of my white friends look pretty... tired without makeup.",sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-14915,"mgtow can be guy banging chicks Maybe, but it never is",not sexist,none,none,test,mixed
sexism2022_english-14928,"Nope. She was still raped. There was a recent case where a woman gave a blowjob to a guy who was passed out and cried rape because she ""revoked her consent"" and he didn't stop lying there taking it.",not sexist,none,none,test,mixed
sexism2022_english-14958,"imagine kneeling before a woman, humbling yourself before her, only to have her say imagine doing it again (or having her kneel) and accepting the notion of marriage what a faggot",not sexist,none,none,test,mixed
sexism2022_english-14974,"Man praises his thicker wife and thicker women in general, proceeds to piss off feminists anyways. Hopefully he learned his lesson. Never identify as a feminist and never try to appease them. They. Hate. You. You. Will. Never. Please. Them. [URL]",sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-14976,First. Black Democrats upset that Black unemployment is down. Now. Feminists upset with good looking women so they get Grid girls fired. Next. LGBTQ community wants AIDS to come back.,not sexist,none,none,test,mixed
sexism2022_english-14986,“JUST STAND THERE & SHUT UP” Weinstein spanked himself into a potted plant in front of woman who declined his advances. If I ever see a Pussy Hat ever again... [URL],not sexist,none,none,test,mixed
sexism2022_english-14991,Half the human population counts as a 'minority' to you? Some women don't give a shit about pushing paper as an office drone for 50 years of their life.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-15009,well it is disgusting. but if she wants to get eaten out find another man,not sexist,none,none,test,mixed
sexism2022_english-15044,[USER] that shit eating grin says it all. It means she's getting beat.,not sexist,none,none,test,mixed
sexism2022_english-15077,"Yeah man I had a plate who did everything for me, untill she started saying I was an enigma and some people talked to me about how I was an emotionless robot with her. I opened up abit and not even a week later she lost interest.",not sexist,none,none,test,mixed
sexism2022_english-15081,"If I was put in this situation, I think I might actually kill someone. At that point I would have realized I was fucked in more ways than one and if I was gonna go out, I'm taking her with me.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,mixed
sexism2022_english-15087,body slam her-,not sexist,none,none,test,mixed
sexism2022_english-15108,"I doubt it, its only because female pedophiles are rarely recognized as such. Hell, when a woman sleeps with a young boy its practically not even a crime, she gets a slap on the wrist and everyone says ""nice"".",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-15156,Im ngl short girls are cute as hell but sadlly foids dont find short men cute.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,mixed
sexism2022_english-15205,"Anthem is like a crack baby. It's already going to be fucked up thanks to the ""mother's"" addiction.",not sexist,none,none,test,mixed
sexism2022_english-15247,"Never help a roastie, you will never get anything in return.",sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-15305,"[URL] Excellent video, neatly showing how women steal from men. Marriage, meritricious law and diamond rings are all jew inventions that transfer wealth from men to women.",sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-15405,"I really hate when females want to turn into men, that really pisses me off.",not sexist,none,none,test,mixed
sexism2022_english-15408,"[USER] also, I have never and would never call you a horrible mother, Because you are a fucking disaster of a mother with sore bird perches...I think. OG",not sexist,none,none,test,mixed
sexism2022_english-15413,Do we really care what this witch thinks? WHY do we repost her crap... IGNORE her,not sexist,none,none,test,mixed
sexism2022_english-15440,Are they trying to poop on the floor? Nasty ass women.,not sexist,none,none,test,mixed
sexism2022_english-15540,"I agree. I'm a 4 or 5/10. I fucking hate my life, and I'm starting to get a hatred towards women.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,mixed
sexism2022_english-15559,and constantly by cat girls. my man,not sexist,none,none,test,mixed
sexism2022_english-15560,"(she had a public FMM threesome at a party in front of everyone, then said it was rape) It's disgusting shit like this that makes me want to become a hermit, living in the woods.",not sexist,none,none,test,mixed
sexism2022_english-15607,Don't do that. Just flirt and take it there subtly. She already knows your interested. She knows cause your a man and she's a woman. Nature takes care of that shit automatically.,not sexist,none,none,test,mixed
sexism2022_english-15616,"Nah, women definitely prefer fat over skinny.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-15665,He seems like a really nice dude. I hope his current wife doesn't decide to cheat and devorce rape him because she's bored.,sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-1567,Oooooo. Need to use this more. It's pretty much saying all women already have a husband. Very very good. Well done.,not sexist,none,none,test,mixed
sexism2022_english-15671,"NGL, that dude looks better than most. If I saw him on the street, I'd think he was a cute chick!",not sexist,none,none,test,mixed
sexism2022_english-15680,"Just looking at her dumpy fat ass... Reminds me of her screeching voice, which was like nails on a chalkboard. Fuck I'm grateful she is frightening bears in the woods of chappaqua",not sexist,none,none,test,mixed
sexism2022_english-15742,The dating situation for black women is extremely pitiful. I actually feel bad for the smarter ones.,sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-15744,"No sadly not. I didn't want to stir up the hornets next. I was bluepilled and was brought up to believe and do everything authority figures tell me to do, especially women. I have since grown a backbone.",not sexist,none,none,test,mixed
sexism2022_english-15753,Ew that's fucking gross. And I thought things couldn't get more gross than it already is with this tranny shit. Boys can't have vaginas and girls can't have dicks. I don't understand why people are so fucked in the head.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-15863,I hate women sometimes.,not sexist,none,none,test,mixed
sexism2022_english-15867,"In the aftermath of the Antioch shooting, which justifies DyRo's actions in every regard, let's remember- [USER] and anyone else who can't get a real girlfriend, had to marry a gook, cannot be trusted.",not sexist,none,none,test,mixed
sexism2022_english-15876,"oh jeez the fair pay thing is back...I guess next will be equality in schools or some shit women blax muzzeez wetbax, blax women muzzeez wetbax fags fags fags repeat",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-15956,I get that. One woman won't erase a lifetime of experiences. You can still be the resident authority on the struggles of unattractive men.,not sexist,none,none,test,mixed
sexism2022_english-15969,"AP journalism pros: ""to remove the man's uterus as part of his sex transition."" If they dryly write it as straight news, it magically becomes a fact that a man has a uterus. When is Bruce having ""her penis"" removed? #FakeNews #MAGA #Orwell [URL]",not sexist,none,none,test,mixed
sexism2022_english-1598,I like how no one actually cared about the girl afterwards.,not sexist,none,none,test,mixed
sexism2022_english-15985,You must be NoFap dude my neighbors mom is hotter than her JFL,not sexist,none,none,test,mixed
sexism2022_english-15993,I'm sure she will detective Asopaso😉,not sexist,none,none,test,mixed
sexism2022_english-16024,"Only people in my office in a shitty mood today: Our token ""Wise latina"" and the silly single mom beaner burner. Engineering group is all grins (also, all white and all male), even their intern is wearing a red MAGA hate. LOL.",not sexist,none,none,test,mixed
sexism2022_english-16066,SICK: CBS Brings on Bill Clinton’s Daughter to Discuss Kavanaugh Abuse Claims [URL] She's dumb as a rock. She should ask her father about all the women he's raped.,not sexist,none,none,test,mixed
sexism2022_english-16073,Put her in a plane then fly over her shit hole and push her out - job done!,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,mixed
sexism2022_english-16079,"dude, if I was a girl I would be a giga stacy thunderpussy",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-16100,#Politics #GabFam #MAGA #Australia As #MSM develops a case of total silence while covering womens virtue signaling BS. Must've been the vagina hats rather than the FGM and child RAPES [URL],sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-1611,The only thing more gay than sucking a penis is going down on a woman. Why would someone degrade themselves like that?,sexist,2. derogation,2.2 aggressive and emotive attacks,test,mixed
sexism2022_english-16123,I bet her old varicose veined legs are getting tired having to carry all that heavy silicone on top around.,not sexist,none,none,test,mixed
sexism2022_english-16129,"Bad for girls - these strategies do not create attraction, but it is fantastic advice when applied to other men. Buy it today. [[URL]",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-16152,Stop coping women wear fakeup so they can attract chad,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-16193,"And you can bet money on it, she will receive no prison time as a punishment for her fake rape allegation. Judge will say she as ""mental issues"" and she needs help.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-16239,Blog: #Islam Loving #Leftists Lose their shit because Mike Pence Won't Eat with Other Women. Carefully ignore abuse of Muslim women. [URL] #Trump #Pence #relationships #marriage,not sexist,none,none,test,mixed
sexism2022_english-1628,"Thankfully, he didn't have to pay her. After following her back to her car she didn't even try to take a tip, she understood",not sexist,none,none,test,mixed
sexism2022_english-16287,"So, we should replace ""How old are you, ma'am?"" with ""So, are you still on the cock carousel or have you hit the wall and started a frantic search for some simp to support you?"" Can I just keep ignoring them and going my own way?",not sexist,none,none,test,mixed
sexism2022_english-16340,"Well if you have a penis you have to wear skinny jeans and be a beta, if you own a vagina, don't wash it for a week and bow up and act tough BUT be sure to scream ""you hit a girl"" if you're punched. Oh and if you see a car coming MOVE OUT OF THE WAY!",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,mixed
sexism2022_english-16379,"One day, I'm gonna be confident enough to not need another guy's or girl's validation. I am really impressed with your confidence. Hope you find the girl who is gf material.",not sexist,none,none,test,mixed
sexism2022_english-16402,So I was having my meal at beach and saw my ex getting drown in the water. I thought about saving her but I hate cold food mate.,not sexist,none,none,test,mixed
sexism2022_english-1645,"[USER] my favorite part of that was how he pointed out... even though she knew she shouldn't accept those questions, she did. LOL! I love that man!",not sexist,none,none,test,mixed
sexism2022_english-16450,"Lol bragging about it doesn’t give them status in the FSM. These women must be known to be wives of Chads, otherwise no status. I am not changing my premise.",not sexist,none,none,test,mixed
sexism2022_english-16493,Daily reminder that nobody seriously thinks like that. Daily reminder that this is just payback to women for mocking us for our height and penis size.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-16501,"""Whatever aspect of maleness that serves the feminine purpose is a man's masculine responsibility, yet any aspect that disagrees with feminine primacy is labeled patriarchy and misogyny."" [URL]",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-16520,"Yes, indeed it is little girl. My grandma had a great baked macaroni recipe.",not sexist,none,none,test,mixed
sexism2022_english-16529,"I thought I was leading her after we started kissing. I was touching her everywhere, including the pussy. I was kissing up her inner thigh to there. Thanks for the constructive criticism.",not sexist,none,none,test,mixed
sexism2022_english-16535,I wonder how many moms would let their 12 yr old son buy a pocket pussy?,not sexist,none,none,test,mixed
sexism2022_english-1655,"Stop lying. The dude is ugly too. Those eyes and lips shouldn't be on a fucking man, these belong to a woman. Even if he's pulling a weird face, pretty sure he'd still look like a soyboy with a straight face.",not sexist,none,none,test,mixed
sexism2022_english-16560,If I see anything like that walking into a public ladies restroom and I am in there I’m not shoot his ass in the penis if he wants to be a female I’ll make him a female,not sexist,none,none,test,mixed
sexism2022_english-16583,Absolutely my friend. Get men to accost and kill other men for them...and to hell with the grieving widow. She was not a feminist anyway.,not sexist,none,none,test,mixed
sexism2022_english-16585,"If while with a hot blonder you are thinking about the dude with a high smv who screwed her, then your problem cannot be fixed with TRP. You might need to switch teams.",not sexist,none,none,test,mixed
sexism2022_english-16610,Is she a porn star? If she is I want to see that ass.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,mixed
sexism2022_english-1665,She's just a dyke that thinks she is a comedian (not comedienne),sexist,2. derogation,2.2 aggressive and emotive attacks,test,mixed
sexism2022_english-1667,"But she's a Stacy and she's with a Chad, the way it's supposed to be. The problem is women our looks match think they're only entitled to niggas that look like that",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-16679,Yes he can only top men fuck non ugly women nowadays,not sexist,none,none,test,mixed
sexism2022_english-16729,Agghhh! Try not to use he/she. Please! That's the feminist politically correct bullshit.,not sexist,none,none,test,mixed
sexism2022_english-16740,So white foids are keeping black women from spreading the blackpill...they truly are the enemy.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,mixed
sexism2022_english-1679,"The moment Fox TV shows Hillary talking, I turn the channel. She's GONE. Forget her til she hangs for her crimes. When those stupid talk show radio hosts air Hellary's shrill witch voice, I turn them OFF. I am in control - of THAT much!",not sexist,none,none,test,mixed
sexism2022_english-16816,"The bit about the paycheck is hilarious, because in the UK at least, that's how it often worked in the 50s and 60s, man brought pay home, gave it to wife to spend on household necessities and she gave him beer money.",not sexist,none,none,test,mixed
sexism2022_english-16826,"Well, I learned something new today. Did she divorce rape him (resistance is futile)",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-16870,GERMANY: Teenage daughter of high-ranking EU official raped and murdered by Afghan MUSLIM invader [URL] Same thing should happen to merkelpig..she deserves it,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,mixed
sexism2022_english-16879,It's a sickening thought to realize roughly half our nation's population think we're their enemy because we genuinely support our Constitution. They support Social Justice and Gender Neutrality.... #WeCanNoLongerCoexistInPeace,not sexist,none,none,test,mixed
sexism2022_english-16881,She will def hit the wall hard and i never found her that attractive to begin with - but i think she has a few more good years left ;) beeing 23 and all,sexist,3. animosity,3.3 backhanded gendered compliments,test,mixed
sexism2022_english-16890,"Gjdm, I need to stop being a bitch and talk to woman I like during the day. Heck, there's a girl at my gym who I've been dying to strike up a conversation with but I always make an excuse in my head not to. F that . Even it's just 'hi' I'm doing it.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-16905,"Just look at the workplace, women get away with some crazy shit. I had a female supervisor comment that the placement of my nipples seemed low, everyone laughed. She was just ""joking around"", double standard?",not sexist,none,none,test,mixed
sexism2022_english-16907,"yes, female incels exist, I happen to know some in person",not sexist,none,none,test,mixed
sexism2022_english-16988,"In a bar in San Antonio Texas in 80s, British chic asked if I had hair spray. For the braided hair under her arms. <gag>....🤤🤤",not sexist,none,none,test,mixed
sexism2022_english-16999,"That's assuming that in 96 years liberals haven't made it so that everyone is gay and prances around with their penises tucked between their legs, thinking they're women while they are scared of butterflies.",not sexist,none,none,test,mixed
sexism2022_english-17017,"Well I live at my gym, and women are the same everywhere, so it's almost as if I do live at your gym.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17022,Sadly it does... Some women find it to be such a turn off that you even have to ask,not sexist,none,none,test,mixed
sexism2022_english-17039,"statistic.. because women don't find plurals attractive, i say statistic not statistics stay true to yourselves fat shy introverts",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17067,fucking world has gone nuts gorillas as beauty queens,not sexist,none,none,test,mixed
sexism2022_english-17071,"Status > looks If he’s at a party with an absolute chad who has no status, the chicks at the party will go for him rather than the chad",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17100,Average man works 8 hours more thats a full day extra than the average woman and even after decades and study after study they refuse to accept thats the main reason. Because that does not fit their narative.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-17108,No women love chads And tyrones with the bbc Women love black men,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17117,No woman prefers a short man.. This is a universal truth.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-1712,I feel embarrassed being a woman today in this crazy witch hunt.,not sexist,none,none,test,mixed
sexism2022_english-17168,Nothing triggers me more than hearing that. IF THAT'S THE CASE THAN PROVE IT BY PRACTICING WHAT YOU PREACH AND BURNING OFF YOUR OWN FACE YOU DUMB CUNT Anybody who spouts this shit needs to be forcibly put in the same position as us.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-17205,More of that toxic masculinity from the product of a single mom.,not sexist,none,none,test,mixed
sexism2022_english-17236,It's crazy in Brazil. The American way doesn't work very well. Girls flake 95% of the time. As a local - do you have any suggestions?,not sexist,none,none,test,mixed
sexism2022_english-17240,"Fuck Claire McCaskill, she is a super twat. I am voting against her, and everyone else in Missouri should too.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-1725,"Yes, I had to put Maureen in her place more than once!",not sexist,none,none,test,mixed
sexism2022_english-17260,"Libtards have to ruin everything. I enjoyed her movies, but she needs to stay in her lane and stfu.",not sexist,none,none,test,mixed
sexism2022_english-17288,"I know mine is higher with smart women than dumb women. Or rather, it's lower with dumb women because my lack of knowledge or interest in what (Insert celebrity) did comes across as patronizing.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17330,"Kavanaugh is fine, Hardiman is fine. Kethledge is probably fine. The women are not fine. Mike Lee is not fine.",not sexist,none,none,test,mixed
sexism2022_english-17346,If you were chad she’d be on your cock right now for doing the same exact thing. Let that sink in.,sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-17358,Soy boys PMS worse than women cause it's 24/7. They get their delicate feelings hurt because of lack of testosterone...It's a problem!,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17376,"Just when you're sure your marriage is all over, your wife will fuck you one last time. Not only that, it'll be a threesome. If you count the lawyer stood by her side.",not sexist,none,none,test,mixed
sexism2022_english-17417,"I've had words with #Hillary and Gaga in twitland👌 I've suggested a woman who laughs at death isn't great and I've suggested a woman who knowingly let's off a guilty child rapist is questionable. But if anyone heard me, who knows. Bloody hope so.",not sexist,none,none,test,mixed
sexism2022_english-17427,Shes a pile of shit herself. Who knows if she isn't just trying to save her own ass?,not sexist,none,none,test,mixed
sexism2022_english-17442,"I’m like seeing 2 girls right now, thinking of maybe adding another 1 or 2. No I’m not trolling, it’s doable, I need to make sure “they” are not needy haha",sexist,3. animosity,3.3 backhanded gendered compliments,test,mixed
sexism2022_english-17452,Pure sick evil... this woman has no soul. Kristine Marcy SES [URL],not sexist,none,none,test,mixed
sexism2022_english-17459,I don't see the appeal of it either which is why I don't think I'll ever buy one. But it comes with a lot less baggage than a real woman at a fraction of the price.,sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-17469,Well she can fuck off back to her shithole in the desert where she can suck moslem cock and be abused every day!!,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,mixed
sexism2022_english-17495,Jamie Oliver took away my turkey twizzlers! fookin twat!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-17526,Did you have another breakdown? Read your posts back you are hysterical woman. Take your meds & leave the cider alone.,not sexist,none,none,test,mixed
sexism2022_english-17538,women who lie about rape should be imprisoned for the same amount of time as this man would've if he was convicted,not sexist,none,none,test,mixed
sexism2022_english-17624,Snowflakes better ban female dating strategy then,not sexist,none,none,test,mixed
sexism2022_english-1763,You're pushing a myth that white women give a fuck about amnesty. You're pushing another myth that they think immigration has anything to do with nazism.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17644,Like I said. Sorry. (Sounds like I hit a nerve? Is he your girlfriend or something?),not sexist,none,none,test,mixed
sexism2022_english-17649,Sadly most women love themselves a good slave....and most men oblige and submit out of weakness.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-17682,Who knew Broadway actors were such drama queens? #Hamilton,not sexist,none,none,test,mixed
sexism2022_english-17705,"Feeling good in your own skin doesn't mean that you shouldn't try to impress women. Women are not like your friends and if you treat them as such, I am going to fuck your date 10 minutes after you pay for her dinner.",not sexist,none,none,test,mixed
sexism2022_english-17734,"She did go early. You didn't show up. Chadlite saw the chance of an easy lay. Even if this was only a free dinner for her, for you this was an interesting experience to have.",not sexist,none,none,test,mixed
sexism2022_english-17753,"What does it correlate most with? Nothing really. It just varies. I've fucked with girls taller than me who couldn't take my dick all the way without it killing them, and I've fucked with girls under 5 feet who could probably take a bowling pin.",not sexist,none,none,test,mixed
sexism2022_english-17776,"Seems like a good deal to me. I mean, she's being useful and who the fuck cares what she says or thinks?",not sexist,none,none,test,mixed
sexism2022_english-17781,white girl is trash Truly surprising,sexist,2. derogation,2.2 aggressive and emotive attacks,test,mixed
sexism2022_english-17796,"So you run back to daddy whenever you need help. I thought men were sooo bad? Lol. Like I said at the end you need the help of men and can't do shit on your own. Your dad must be a major cuck to raise such a stupid daughter, what went wrong",sexist,2. derogation,2.1 descriptive attacks,test,mixed
sexism2022_english-17798,"She sounds insecure , Sounds like hell , wondering what would had happened if you decided , fuck it crash and burn , start talking shit then eventually ask her to your place .",not sexist,none,none,test,mixed
sexism2022_english-17826,"I'm the guy that fucks with Aerospace Engineer brainwashed monkie pieces of shit inbred looking cowardly fucks like you for the last say 7 years straight. It's my past time, bitch. What do you have school boy",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-17832,The right version shows the woman's real identity/nature.,not sexist,none,none,test,mixed
sexism2022_english-17893,"Because you have other options. They want to feel wanted, until they are needed. There is nothing more boring to a woman than fulfilled expectations.",not sexist,none,none,test,mixed
sexism2022_english-17899,Yeah she voluntarily sucked off Slick Willy and in return he showed her how to smoke a cigar.,not sexist,none,none,test,mixed
sexism2022_english-17937,Apparently they are also bashing white women. I will not self-flagelate and women of color will have nothing to do with saving this country.,not sexist,none,none,test,mixed
sexism2022_english-17943,"They can never drop the narrative of women as victims, it's astounding.",not sexist,none,none,test,mixed
sexism2022_english-17952,"I have the word 'Standards' printed on my underpants. So I can raise them, or lower them, depending on the quality of the women I meet",not sexist,none,none,test,mixed
sexism2022_english-17982,"Correct me if I'm wrong but I descended from the men of old who conquered countries. I will not be talked to like I am some piece of trash. ""I won't let a woman talk to me this way"" - Don Draper",not sexist,none,none,test,mixed
sexism2022_english-17984,"Dating sites are good for two things: Looking at women youre not good enough for, and looking at women you dont want... Guess which ones are gonna hit on you?",not sexist,none,none,test,mixed
sexism2022_english-17997,Aren't most universities 60% female and yet females are still considered a minority and need help? There's no end to this.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-18049,Man I really love how she was trying so hard to drop his food and it looked like he just effortlessly and gently slaps her in the face with it while taking a drink and walks away still ready to sip on his drink.,not sexist,none,none,test,mixed
sexism2022_english-18057,/u/GallowBoob must be just drowning in pussy,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-18058,"Oh man I'm so sorry. Yep that get's rammed down our throats from the moment we can understand ""Never hit women, NEVER"" And women know this, and they take advantage of it.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,mixed
sexism2022_english-18066,"Still not sleeping well I guess. Isn´t it a bitch when reality finally sets in & you find out you´re not really smarter than everyone? I think he should go to Hawaii, sit on the beach, have a Mai Tai, spy on everyone & see where that gets him!",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-18083,"Sounds like good advice. Make a move. Ask her out, touch her, etc. Make an actual move and see what happens.",not sexist,none,none,test,mixed
sexism2022_english-18098,"""When they go low.....we beat women with flag poles and pepper spray them in the face."" #MiloAtCal And Antifa is a terrorist organization. #GabFam #Maga [USER]",not sexist,none,none,test,mixed
sexism2022_english-181,Well that's funny because I thought women had no shame.,not sexist,none,none,test,mixed
sexism2022_english-18183,This comment is too logical for him. The emotions and desires have he on control once she sucks that cock he will put a ring on her. Its over for weak will Incels.,not sexist,none,none,test,mixed
sexism2022_english-18190,Fuck her or tell her to fuck off.,not sexist,none,none,test,mixed
sexism2022_english-18203,My 10-year-old daughter can field-strip an AR-15 blindfolded. She can also run the mile in less than 8-&-a-half minutes out of a dead sleep. I guess I should be expecting a call from HuffPo any day now.,not sexist,none,none,test,mixed
sexism2022_english-18213,"You incels bitch about how terrible and miserable and psychologically-damaging your lives are because you don't have sex, but as soon as a woman has surgery to get *out* of that situation, she's selfish?",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,mixed
sexism2022_english-18231,Not if she wants it. Only prudish women hate dirty talk from attractive men from the getgo.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,mixed
sexism2022_english-18268,"What about what’s her name, you know “ creepy porn lawyer “ side kick , where did she go?",not sexist,none,none,test,mixed
